country,indicator_id,focal_2024_indicator_id_map,category,indicator_label_short,weight_inferred,max_score,weighted_score,raw_score,note
Romania,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,openness.8,openness.8,Openness,Historical data in lobbyist register are,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,openness.9,openness.9,Openness,Changes or updates documented with a,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,descriptors.1,descriptors.1,Descriptors,"Full names of lobbyists/organizations,",2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,descriptors.2,descriptors.2,Descriptors,Contact details provided,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,descriptors.3,descriptors.3,Descriptors,"Legal form (e.g., public, private,",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,1,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,descriptors.4,descriptors.4,Descriptors,Company registration number,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,descriptors.5,descriptors.5,Descriptors,"Sector (e.g., transport, energy),",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,descriptors.5,descriptors.5,Descriptors,"Sector (e.g., transport, energy),",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,descriptors.5,descriptors.5,Descriptors,"Sector (e.g., transport, energy),",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,descriptors.5,descriptors.5,Descriptors,"Sector (e.g., transport, energy),",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,descriptors.5,descriptors.5,Descriptors,"Sector (e.g., transport, energy),",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,descriptors.5,descriptors.5,Descriptors,"Sector (e.g., transport, energy),",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
