source_paper_i,source_id_i,source_text_i,source_paper_j,source_id_j,source_text_j,agreement_count,pair_strength,m1_count,m2_count,m3_count,cross_method_spread
HiredGuns,Q2,"How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the deﬁnition?",Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),3,0.3333333333333333,0,0,3,3
HiredGuns,Q2,"How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the deﬁnition?",Opheim,def.time_standard,specific time standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
HiredGuns,Q2,"How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the deﬁnition?",pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q2,"How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the deﬁnition?",pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
HiredGuns,Q20,Is subject matter or bill number to be addressed by a lobbyist required on spending reports?,pri_2010,disclosure.E1g_ii,Are principals required to disclose information on the issue lobbied by the specific bill number or legislation ID?,3,0.3333333333333333,0,0,3,3
HiredGuns,Q20,Is subject matter or bill number to be addressed by a lobbyist required on spending reports?,pri_2010,disclosure.E2g_ii,Are lobbyists required to disclose information on the issue lobbied by the specific bill number or legislation ID?,3,0.3333333333333333,0,0,3,3
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,Newmark2005,def_expenditure_standard,expenditure standard,3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,Newmark2005,def_time_standard,time standard,3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,Opheim,def.time_standard,specific time standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2005,def_compensation_standard,compensation standard,pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2005,def_expenditure_standard,expenditure standard,Newmark2005,def_time_standard,time standard,3,0.3333333333333333,0,0,3,3
Newmark2005,def_expenditure_standard,expenditure standard,Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),3,0.3333333333333333,0,0,3,3
Newmark2005,def_expenditure_standard,expenditure standard,Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),3,0.3333333333333333,0,0,3,3
Newmark2005,def_expenditure_standard,expenditure standard,Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2005,def_expenditure_standard,expenditure standard,Opheim,def.time_standard,specific time standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2005,def_expenditure_standard,expenditure standard,pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2005,def_expenditure_standard,expenditure standard,pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2005,def_time_standard,time standard,Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),3,0.3333333333333333,0,0,3,3
Newmark2005,def_time_standard,time standard,Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),3,0.3333333333333333,0,0,3,3
Newmark2005,def_time_standard,time standard,Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2005,def_time_standard,time standard,Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2005,def_time_standard,time standard,pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2005,def_time_standard,time standard,pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,pri_2010,disclosure.E1g_i,Are principals required to disclose information on the issue lobbied by the general issues lobbied?,3,0.3333333333333333,0,3,0,3
Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,3,0.3333333333333333,0,3,0,3
Newmark2005,disc_compensation_by_employer,compensation received broken down by employers,Opheim,disclosure.sources_of_income,sources of income,3,0.3333333333333333,0,3,0,3
Newmark2005,disc_total_expenditures,total expenditures,pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
Newmark2005,disc_total_expenditures,total expenditures,pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),3,0.3333333333333333,0,0,3,3
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),3,0.3333333333333333,0,0,3,3
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),Opheim,def.time_standard,specific time standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),3,0.3333333333333333,0,0,3,3
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),Opheim,def.time_standard,specific time standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,pri_2010,disclosure.E1g_i,Are principals required to disclose information on the issue lobbied by the general issues lobbied?,3,0.3333333333333333,0,3,0,3
Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,3,0.3333333333333333,0,3,0,3
Newmark2017,disclosure.compensation_by_employer,Disclosure required: compensation received broken down by employer,Opheim,disclosure.sources_of_income,sources of income,3,0.3333333333333333,0,3,0,3
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,3,0.3333333333333333,0,0,3,3
Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,Opheim,def.time_standard,specific time standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,Opheim,def.time_standard,specific time standard to delineate lobbying activity,3,0.3333333333333333,0,0,3,3
Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Opheim,def.time_standard,specific time standard to delineate lobbying activity,pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Opheim,def.time_standard,specific time standard to delineate lobbying activity,pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.total_spending,lobbyist's total spending,pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.total_spending,lobbyist's total spending,pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
Opheim,disclosure.sources_of_income,sources of income,pri_2010,disclosure.E1j,Are principals required to disclose major financial contributors?,3,0.3333333333333333,0,0,3,3
Sunlight,expenditure_transparency,Expenditure Transparency,pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
Sunlight,expenditure_transparency,Expenditure Transparency,pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,3,0.3333333333333333,0,0,3,3
