source_paper,source_id,source_text,group_id,group_label
pri_2010,disclosure.E1d,Are principals required to disclose the address and phone number of contracted lobbyists?,g_156,Principal disclosure: address and phone of contracted lobbyists
pri_2010,disclosure.E1e,Are principals required to disclose the nature of the business (public or private)?,g_157,Principal disclosure: nature of principal's business (public or private)
pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_158,Principal disclosure: direct lobbying costs (compensation)
pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_159,Principal disclosure: indirect lobbying costs (non-compensation)
pri_2010,disclosure.E1f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_160,"Principal disclosure: other costs (gifts, entertainment, transportation, lodging)"
pri_2010,disclosure.E1f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_161,Principal disclosure: information disclosed in itemized format (vs aggregated)
pri_2010,disclosure.E1g_i,Are principals required to disclose information on the issue lobbied by the general issues lobbied?,g_162,Principal disclosure: general issues lobbied on
pri_2010,disclosure.E1g_ii,Are principals required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_163,Principal disclosure: specific bill number / legislation ID lobbied on
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,g_164,Principal disclosure: monthly reporting frequency option
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,g_165,Principal disclosure: quarterly reporting frequency option
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_166,Principal disclosure: tri-annual reporting frequency option (legislative-calendar linked)
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,g_167,Principal disclosure: semi-annual reporting frequency option
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,g_168,Principal disclosure: annual reporting frequency option
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,g_169,Principal disclosure: other (free-text) reporting frequency option
pri_2010,disclosure.E1i,Are principals required to disclose contacts?,g_170,Principal disclosure: contacts with public officials disclosed
pri_2010,disclosure.E1j,Are principals required to disclose major financial contributors?,g_171,Principal disclosure: major financial contributors disclosed
pri_2010,disclosure.E2a,Are lobbyists required to disclose?,g_172,Lobbyist disclosure: lobbyists required to file disclosure reports
pri_2010,disclosure.E2b,Are lobbyists required to disclose their address and phone number?,g_173,Lobbyist disclosure: lobbyist address and phone number
pri_2010,disclosure.E2c,Are lobbyists required to disclose the names of all the principals represented?,g_174,Lobbyist disclosure: names of all principals represented
pri_2010,disclosure.E2d,Are lobbyists required to disclose the address and phone number of the principals represented?,g_175,Lobbyist disclosure: address and phone of principals represented
pri_2010,disclosure.E2e,Are lobbyists required to disclose the nature of the principal's business (public or private)?,g_176,Lobbyist disclosure: nature of principal's business (public or private)
pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_177,Lobbyist disclosure: direct lobbying costs (compensation)
pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_178,Lobbyist disclosure: indirect lobbying costs (non-compensation)
pri_2010,disclosure.E2f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_179,"Lobbyist disclosure: other costs (gifts, entertainment, transportation, lodging)"
pri_2010,disclosure.E2f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_180,Lobbyist disclosure: information disclosed in itemized format (vs aggregated)
pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,g_181,Lobbyist disclosure: general issues lobbied on
pri_2010,disclosure.E2g_ii,Are lobbyists required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_182,Lobbyist disclosure: specific bill number / legislation ID lobbied on
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,g_183,Lobbyist disclosure: monthly reporting frequency option
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,g_184,Lobbyist disclosure: quarterly reporting frequency option
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_185,Lobbyist disclosure: tri-annual reporting frequency option (legislative-calendar linked)
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,g_186,Lobbyist disclosure: semi-annual reporting frequency option
pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,g_187,Lobbyist disclosure: annual reporting frequency option
pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,g_188,Lobbyist disclosure: other (free-text) reporting frequency option
pri_2010,disclosure.E2i,Are lobbyists required to disclose contacts?,g_189,Lobbyist disclosure: contacts with public officials disclosed
