source_paper,source_id,source_text,group_id,group_label
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_155,Reporting frequency option: Tri-annually (legislative-calendar tied)
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,g_156,Reporting frequency option: Semi-annually
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,g_157,Reporting frequency option: Annually
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,g_158,Reporting frequency option: Other (free-text)
pri_2010,disclosure.E1i,Are principals required to disclose contacts?,g_159,Lobbyist contacts / meetings disclosed
pri_2010,disclosure.E1j,Are principals required to disclose major financial contributors?,g_117,Contributions / financial contributors received from others disclosed
pri_2010,disclosure.E2a,Are lobbyists required to disclose?,g_075,Lobbyists required to file periodic spending / disclosure reports
pri_2010,disclosure.E2b,Are lobbyists required to disclose their address and phone number?,g_129,Address / phone / website / contact details of all parties disclosed
pri_2010,disclosure.E2c,Are lobbyists required to disclose the names of all the principals represented?,g_073,Lobbyist-principal (client/employer) relationships disclosed
pri_2010,disclosure.E2d,Are lobbyists required to disclose the address and phone number of the principals represented?,g_129,Address / phone / website / contact details of all parties disclosed
pri_2010,disclosure.E2e,Are lobbyists required to disclose the nature of the principal's business (public or private)?,g_130,"Legal form / nature of business (public, private, NGO, government) disclosed"
pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_076,Compensation paid to lobbyists disclosed (total / per filer)
pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_151,Indirect (non-compensation) lobbying costs disclosed
pri_2010,disclosure.E2f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_152,"Other costs (gifts, entertainment, transportation, lodging) disclosed"
pri_2010,disclosure.E2f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_080,Itemized format required for spending disclosure
pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,g_085,Issues / legislation / actions sought to influence disclosed (general)
pri_2010,disclosure.E2g_ii,Are lobbyists required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_086,Specific bill numbers / legislation IDs disclosed
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,g_153,Reporting frequency option: Monthly
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,g_154,Reporting frequency option: Quarterly
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_155,Reporting frequency option: Tri-annually (legislative-calendar tied)
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,g_156,Reporting frequency option: Semi-annually
pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,g_157,Reporting frequency option: Annually
pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,g_158,Reporting frequency option: Other (free-text)
pri_2010,disclosure.E2i,Are lobbyists required to disclose contacts?,g_159,Lobbyist contacts / meetings disclosed
