filing_id	report_period	principal_name	principal_id	lobbyist_name	lobbyist_id	total_expenditure	is_current	filing_action	supersedes	n_positions	n_gifts	n_expenditures	extraction_warnings
20250909LUPA1430094	2025-05-01..2025-08-31	SJB Hotels LLC.	org-sjb-hotels-llc	Michael T Evans	person-michael-t-evans	0.0	True	original		0	0	0	[]
20250909LUPA1430446	2025-05-01..2025-08-31	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	0.0	True	original		16	0	0	"[""Section II states 'No expenditures' — no expenditure rows emitted for Sections II.A, II.B, II.C, or II.D."", ""The OLAC page footer reads '©2026' which may reflect the site's copyright year rather than the filing year; the filing date of 2025-09-09 and reporting period May-Aug25 are used as authoritative."", ""Reporting period label is 'May-Aug25'; reporting_period_start set to 2025-05-01 and reporting_period_end set to 2025-08-31 by inference from the OH quarterly-tri-annual cycle (May 31 deadline covers May–Aug window).""]"
20250916EUPA1433322	2025-05-01..2025-08-31	National Inventors Hall of Fame	org-national-inventors-hall-of-fame	Kevin Shimp	person-kevin-shimp	0.0	True	original		0	0	0	"[""This AER is an Executive Agency form (OLAC 'Agent Executive AER'), not a Legislative Agent AER. Section I covers executive agency decisions (not bills/resolutions) and was reported as 'No agency decisions'. The LobbyingFiling schema has no dedicated slot for executive agency decisions; no LobbyingPosition rows were emitted."", ""The reporting period label is 'May-Aug25', interpreted as 2025-05-01 through 2025-08-31 (the May–August executive-agency window). Exact start/end dates are inferred from the period label; not stated explicitly in the source.""]"
20250916EUPA1433534	2025-05-01..2025-08-31	g2o	org-g2o	William Vorys	person-william-vorys	0.0	True	original		0	0	0	"['This is an Executive Agency AER (executive-branch lobbying), not a Legislative Agent AER. The form covers executive agency lobbying activity (ORC §§121.60-121.69 regime), not the legislative regime (ORC §§101.70-101.79). The extraction brief targets legislative AERs; schema fields are structurally compatible but the regime distinction is noted for human review.', ""Section I discloses 'No agency decisions' — no LobbyingPosition rows emitted."", ""Section II discloses 'No expenditures' — no LobbyingExpenditure rows emitted.""]"
20250916EUPA1433628	2025-05-01..2025-08-31	Ohio Dental Association	org-ohio-dental-association	Christopher A Moore	person-christopher-a-moore	0.0	True	original		13	0	0	['This is an Executive Agency AER (not a Legislative AER). Section I discloses executive agency lobbying activity with Agency, Decision Description, and Decision/Rule # columns — not legislative bills/resolutions. The LobbyingPosition schema has no dedicated fields for agency name or rule/decision number; agency name is stored in general_issue_area and decision description in description as the closest fit. Decision/Rule # column was blank for all rows so no data was lost.', 'The LobbyingPosition.bill_reference field is null for all entries because Section I references executive agency decisions/rules, not legislative bills or resolutions. No bill numbers were present in the source.']
20250916LUPA1433900	2025-05-01..2025-08-31	New Leaf Organization	org-new-leaf-organization	Terrence O'Donnell	person-terrence-o-donnell	0.0	True	original		1	0	0	"[""Reporting period 'May-Aug25' specifies May–August 2025; reporting_period_start set to 2025-05-01 and reporting_period_end set to 2025-08-31 by inference from OH quarterly-tri-annual cycle (May 31 deadline window covers May–Aug period)."", ""Section II states 'No expenditures' — no expenditure rows emitted for any sub-section (II.A, II.B, II.C, II.D)."", ""Bill title disclaimer present in source: 'ANY LEGISLATIVE TITLES APPEARING IN THE DISCLOSURE ABOVE ARE FOR INFORMATIONAL PURPOSES ONLY AND NOT INTENDED TO BE AN OFFICIAL OR EXCLUSIVE DESIGNATION OF ANY LEGISLATION CURRENTLY BEFORE OR ENACTED BY THE OHIO GENERAL ASSEMBLY.' — informational only, no schema slot.""]"
20250918EUPA1434836	2025-05-01..2025-08-31	Ohio Council of YWCAs	org-ohio-council-of-ywcas	Dave Salisbury	person-dave-salisbury	0.0	True	original		0	0	0	"[""This AER is an Executive Agency form (View Agent Executive AER), not a Legislative Agent AER. The regime is executive agency lobbying (not ORC §§101.70-101.79 legislative). Schema has no distinct field for executive vs. legislative regime; filing_type='activity_report' used for both."", ""Section I discloses 'No agency decisions' — no LobbyingPosition rows emitted."", ""Section II discloses 'No expenditures' — no LobbyingExpenditure rows emitted."", ""Reporting period label is 'May-Aug25'; reporting_period_start set to 2025-05-01 and reporting_period_end set to 2025-08-31 by inference from the period label. Exact day boundaries not stated in source.""]"
20250918EUPA1436088	2025-05-01..2025-08-31	Walgreen Co	org-walgreen-co	Stephanie Gilligan	person-stephanie-gilligan	0.0	True	original		0	0	0	"[""This is an Executive Agency AER (not a Legislative AER). The filing covers executive agency lobbying activity, not legislative bill advocacy. The schema's LobbyingPosition entity is oriented toward bills/resolutions; no legislative positions were applicable here."", ""Section I reports 'No agency decisions' — no executive agency lobbying activity occurred this period; no positions emitted."", ""Section II reports 'No expenditures' — no expenditure rows emitted."", ""Reporting period label is 'May-Aug25'; reporting_period_start set to 2025-05-01 and reporting_period_end set to 2025-08-31 by inference from the period label and the OH executive AER May–Sep 30 cycle.""]"
20250918LUPA1435010	2025-05-01..2025-08-31	CNA	org-cna	Reese Gallagher	person-reese-gallagher	0.0	True	original		2	0	0	"[""Reporting period shown as 'May-Aug25'; mapped to 2025-05-01 through 2025-08-31 (OH May–Sep30 window). Exact start/end day not explicitly stated in source."", ""HB 105 and SB 10 share identical bill titles in the source ('Revise non-recourse litigation funding agreement regulations'); titles reproduced as filed — may reflect companion bills.""]"
20250919EUPA1436448	2025-05-01..2025-08-31	FCA US LLC	org-fca-us-llc	Vincent J Squillace, III	person-vincent-j-squillace-iii	0.0	True	original		0	0	0	"[""This AER is an Executive Agency form, not a Legislative Agent form. The source text is titled 'View Agent Executive AER' and Section I covers 'Executive Agency Lobbying Activity' (agency decisions), not legislative bills/resolutions. The extraction rules reference legislative AER sections, but the regime here is executive agency lobbying. No agency decisions were disclosed and no expenditures were reported."", ""Reporting period listed as 'May-Aug25'; start date inferred as 2025-05-01 and end date inferred as 2025-08-31. Exact day boundaries for Ohio executive AER May-Aug period are not explicitly stated in the source.""]"
20250919EUPA1436660	2025-05-01..2025-08-31	Copart, Inc.	org-copart-inc	McKenzie K Davis	person-mckenzie-k-davis	0.0	True	original		0	0	0	"[""This is an Executive Agency AER (not a Legislative AER). The source form is titled 'View Agent Executive AER' and Section I covers 'Executive Agency Lobbying Activity' (agency decisions), not legislative bills/resolutions. The schema and extraction rules are oriented toward legislative filings; no legislative positions apply here."", ""Section I discloses 'No agency decisions' — no lobbying activity to record."", ""Section II discloses 'No expenditures' — no expenditure rows emitted."", ""Reporting period label 'May-Aug25' interpreted as 2025-05-01 through 2025-08-31 (executive AER May–August window).""]"
20250919EUPA1437090	2025-05-01..2025-08-31	Cuyahoga Land Bank	org-cuyahoga-land-bank	Rebecca Simon	person-rebecca-simon	0.0	True	original		0	0	0	"['This is an Executive Agency AER (executive lobbying regime), not a Legislative Agent AER. The form covers executive agency lobbying activity (ORC Chapter 121 regime), not legislative lobbying (ORC §§101.70-101.79). The extraction brief references the legislative form; this source is the executive variant.', ""Section I discloses 'No agency decisions' — no LobbyingPosition rows emitted."", ""Section II discloses 'No expenditures' — no LobbyingExpenditure rows emitted."", ""Reporting period label is 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31 (the standard May–August executive AER window).""]"
20250919EUPA1437148	2025-05-01..2025-08-31	Anheuser-Busch Companies	org-anheuser-busch-companies	Scott Corbitt	person-scott-corbitt	0.0	True	original		0	0	0	"[""This AER is an Executive Agency form (not a Legislative AER). The filing covers executive agency lobbying activity (Section I: agency decisions; Section II: executive agency expenditures), not legislative bill/resolution activity. The source header reads 'View Agent Executive AER' and 'I. Executive Agency Lobbying Activity'. Schema is oriented toward legislative AERs; the executive-agency-specific framing (agency decisions vs. bills/resolutions) is noted here for human review."", ""Reporting period label is 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31 (the May–August quarterly window under the Sep 30 deadline cycle). Exact start/end dates are not explicitly stated in the source."", ""Section I discloses 'No agency decisions' — no lobbying positions emitted."", ""Section II discloses 'No expenditures' — no expenditure rows emitted.""]"
20250919LUPA1436864	2025-05-01..2025-08-31	Public Children Services Association of Ohio	org-public-children-services-association-of-ohio	McKenzie K Davis	person-mckenzie-k-davis	0.0	True	original		2	0	0	"[""Reporting period label is 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31 (the Ohio May–Sep30 quarterly window). The exact start/end day boundaries are not stated on the form."", ""Section II shows 'No expenditures' — no rows emitted for Sections II.A, II.B, II.C, or II.D.""]"
20250919LUPA1436990	2025-05-01..2025-08-31	SAS Institute Inc.	org-sas-institute-inc	Hartwell Marable	person-hartwell-marable	0.0	True	original		1	0	0	"[""Section II declares 'No expenditures' globally — no expenditure rows emitted for any sub-section (II.A Gifts, II.B Itemized Meals & Beverages, II.C Dinner/Party/Function, II.D aggregate). Total expenditure set to 0.""]"
20250920LUPA1437386	2025-05-01..2025-08-31	Denison University	org-denison-university	Brian Perera	person-brian-perera	0.0	True	original		1	0	0	"[""Reporting period label is 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31 (standard OH May–Aug quarterly window). Exact start/end dates not explicitly stated in source."", ""Section II shows 'No expenditures' — no expenditure rows emitted for any sub-section (II.A, II.B, II.C, II.D)."", ""Ohio General Assembly session not explicitly stated in source; '136th' inferred from 2025 filing date and is approximate — verify against official session records."", ""Footer '©2026' appears on a filing dated 9/20/2025; likely a static copyright year on the OLAC template, not substantively meaningful — noted for completeness.""]"
20250922EUPA1438366	2025-05-01..2025-08-31	Ohio Land Bank Association	org-ohio-land-bank-association	Brittany Warner	person-brittany-warner	0.0	True	original		0	0	0	"['This is an Executive Agency AER (not a Legislative AER). The form discloses executive agency lobbying activity (agency decisions/rules) rather than legislative bills. The LobbyingFiling schema does not have a dedicated field for executive agency decisions or rule numbers; these were mapped to LobbyingEngagement.institution and LobbyingEngagement.topics as the closest fit. Decision/Rule # values were not provided in the source.', ""Reporting period label 'May-Aug25' interpreted as May 1 – August 31, 2025 (consistent with the executive AER May–Sep 30 reporting window). Exact start/end day boundaries are inferred."", ""Section I lists two agency engagement rows: (1) Development — 'Demolition, Brownfield Remediation, Welcome Home Program, operating budget'; (2) Governor — 'Demolition, Brownfield Remediation, Welcome Home, operating budget'. No Decision/Rule # values were provided."", ""Section II states 'No expenditures'; no expenditure rows emitted.""]"
20250922EUPA1439174	2025-05-01..2025-08-31	Taft Museum of Art	org-taft-museum-of-art	Elizabeth Hildebrandt	person-elizabeth-hildebrandt	0.0	True	original		0	0	0	"['This is an Executive Agency AER (not a Legislative AER). The source form covers executive agency lobbying activity under the executive regime. The extraction schema is the same LobbyingFiling model but the lobbying regime differs from the legislative AER described in the extraction brief.', ""Section I reports 'No agency decisions' — no LobbyingPosition rows emitted."", ""Section II reports 'No expenditures' — no LobbyingExpenditure rows emitted.""]"
20250922LUPA1438288	2025-05-01..2025-08-31	Western Reserve Area Agency on Aging	org-western-reserve-area-agency-on-aging	Dora Pruce	person-dora-pruce	0.0	True	original		0	0	0	[]
20250922LUPA1438580	2025-05-01..2025-08-31	Sports Betting Alliance	org-sports-betting-alliance	Thomas P Pappas	person-thomas-p-pappas	0.0	True	original		3	0	0	"[""Section II states 'No expenditures' — no expenditure rows emitted for any sub-section (II.A Gifts, II.B Itemized Meals & Beverages, II.C Dinner/Party/Function, II.D Aggregate).""]"
20250922LUPA1438748	2025-05-01..2025-08-31	The Ohio Academy of Science	org-the-ohio-academy-of-science	Jillian Hanes	person-jillian-hanes	0.0	True	original		1	0	0	"[""Reporting period label is 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31 (Ohio May-Aug quarterly window). Exact start/end dates not explicitly stated in the source."", ""Ohio General Assembly session for HB 96 not explicitly stated in the source; '136' (136th OGA) inferred from the 2025-2026 FY context but is not confirmed in the filing text."", ""Section II states 'No expenditures' globally — no expenditure rows emitted for any sub-section (II.A, II.B, II.C, II.D).""]"
20250922LUPA1439006	2025-05-01..2025-08-31	American College of Obstetricians & Gynecologists	org-american-college-of-obstetricians-gynecologists	Kyle Miller	person-kyle-miller	0.0	True	original		7	0	0	"[""SCR 5 is a Senate Concurrent Resolution; mapped reference_type to 'resolution' as no dedicated 'concurrent_resolution' enum value exists in BillReference.reference_type."", ""Reporting period 'May-Aug25' interpreted as 2025-05-01 through 2025-08-31 (standard OH May–Aug quarterly window ending Aug 31). No explicit start/end dates provided in source."", ""Section II states 'No expenditures' — no expenditure rows emitted for any sub-section (A, B, C, or D).""]"
20250923EUPA1439928	2025-05-01..2025-08-31	International Union of Operating Engineers Local 18	org-international-union-of-operating-engineers-local-18	Brent McCarty	person-brent-mccarty	0.0	True	original		0	0	0	"[""This is an Executive Agency AER (not a Legislative AER). Section I covers 'Executive Agency Lobbying Activity' (agency decisions), not legislative bills/resolutions. No agency decisions were disclosed, so no LobbyingPosition records were emitted. The schema's LobbyingPosition is bill-centric and does not have a dedicated slot for executive agency decisions."", ""Reporting period listed as 'May-Aug25'; interpreted as 2025-05-01 to 2025-08-31. Exact start/end day boundaries for OH executive AER May-Aug window inferred from standard quarterly period conventions."", ""Section II states 'No expenditures'; no LobbyingExpenditure rows emitted.""]"
20250923LUPA1440120	2025-05-01..2025-08-31	Indiana & Ohio Railway Company	org-indiana-ohio-railway-company	Joseph Price	person-joseph-price	0.0	True	original		1	0	0	"[""Section II states 'No expenditures' globally — no expenditure rows emitted for any sub-section (II.A gifts, II.B itemized meals, II.C dinner/party/function, II.D aggregate)."", ""Reporting period label 'May-Aug25' mapped to 2025-05-01 through 2025-08-31 per OH May–Sep30 quarterly window; exact start day not stated in source."", ""Copyright footer shows '©2026' which may indicate a system display year rather than the filing year; filed date 9/23/2025 used as authoritative.""]"
20250923LUPA1440484	2025-05-01..2025-08-31	ProMedica Health System, Inc.	org-promedica-health-system-inc	Frederick R Frank	person-frederick-r-frank	0.0	True	original		1	0	0	"[""Reporting period label is 'May-Aug25'; start date inferred as 2025-05-01 and end date as 2025-08-31 based on the standard OH May–Aug quarterly window (deadline Sep 30).""]"
20250924EUPA1441806	2025-05-01..2025-08-31	Greater Cleveland Partnership	org-greater-cleveland-partnership	Josh Rubin	person-josh-rubin	0.0	True	original		3	0	0	"[""This is an Executive Agency AER (not a Legislative AER). Section I discloses executive agency lobbying activity (agency decisions/rules), not bills/resolutions. The three activity rows are mapped to LobbyingPosition using description and general_issue_area, but the schema's bill_reference field is left null as no bill numbers are present. Agency names (Development, Governor, Lieutenant Governor) and Decision/Rule # (blank) have no dedicated schema fields and are noted here: Development dept — 'Economic Development Projects, operating budget'; Governor — 'Economic Development Projects, workforce programming, operating budget'; Lieutenant Governor — 'Economic Development Projects, workforce programming, operating budget'. No Decision/Rule numbers were provided."", ""Section II expenditures are reported as 'No expenditures'; no expenditure rows emitted.""]"
20250924LUPA1441192	2025-05-01..2025-08-31	Delaware-Morrow Mental Health & Recovery Services Board	org-delaware-morrow-mental-health-recovery-services-board	Michala Stewart	person-michala-stewart	0.0	True	original		3	0	0	"[""Reporting period labeled 'May-Aug25' on form; interpreted as 2025-05-01 through 2025-08-31 (the May–August quarterly window under the Sep 30 deadline)."", 'Session year for bill references inferred as Ohio 136th General Assembly based on FY 2026-27 budget context and filing date; not explicitly stated in source.', ""Section II states 'No expenditures' globally — no expenditure rows emitted for any sub-section (II.A, II.B, II.C, II.D).""]"
20250924LUPA1441474	2025-05-01..2025-08-31	Ohio Cannabis Coalition (OHCANN)	org-ohio-cannabis-coalition-ohcann	Abigail Benjamin	person-abigail-benjamin	0.0	True	original		0	0	0	"[""Section I: 'No Activity Reported' — no bills or resolutions were disclosed; zero LobbyingPosition records emitted."", ""Section II: 'No expenditures' — all expenditure sections (A, B, C, D) are empty; zero LobbyingExpenditure records emitted."", ""Reporting period label 'May-Aug25' spans May–August 2025; reporting_period_start set to 2025-05-01 and reporting_period_end set to 2025-08-31 by inference from the OH May–Sep30 quarterly window. Exact day boundaries not stated in source.""]"
20250925EUPA1442464	2025-05-01..2025-08-31	Oncology Practice Alliance	org-oncology-practice-alliance	Sydney Sanders	person-sydney-sanders	0.0	True	original		0	0	0	"['This is an Executive Agency AER (not a Legislative AER). Section I discloses executive agency lobbying activity (agency decisions/rules), not bills/resolutions. The LobbyingFiling schema does not have a dedicated field for executive agency decisions with Decision/Rule numbers; these have been captured as LobbyingEngagement records (institution + topics) as the closest available fit. Decision/Rule # column was blank for both rows.', 'No Decision/Rule numbers were provided for either agency entry.', ""Section II shows 'No expenditures'; no LobbyingExpenditure rows emitted.""]"
20250925EUPA1442786	2025-05-01..2025-08-31	Delaware-Morrow Mental Health & Recovery Services Board	org-delaware-morrow-mental-health-recovery-services-board	Matt Carle	person-matt-carle	0.0	True	original		0	0	0	"['This is an Executive Agency AER (not a legislative AER). Section I discloses executive agency lobbying activity (Governor and Mental Health & Addiction Services — discussions regarding operating budget), not legislative bill/resolution advocacy. The LobbyingFiling schema has no dedicated field for executive agency decision contacts (agency name, decision description, decision/rule number); this information is not representable in LobbyingPosition (which is bill-oriented) and has been noted here rather than forced into an ill-fitting field.', ""Section I row 1: Agency='Governor', Decision Description='Discussions regarding operating budget', Decision/Rule #=(none stated)."", ""Section I row 2: Agency='Mental Health & Addiction Services', Decision Description='Discussions regarding operating budget', Decision/Rule #=(none stated)."", ""Reporting period label 'May-Aug25' interpreted as May 1 – August 31, 2025 (consistent with the executive AER May–Sep 30 filing window). Exact start/end dates not explicitly stated in source.""]"
20250925EUPA1443580	2025-05-01..2025-08-31	Centegix	org-centegix	Gary E Smith, Jr.	person-gary-e-smith-jr	0.0	True	original		2	0	0	"[""This AER is an Executive Agency (not Legislative) report. The filer lobbied executive agencies (Education and Workforce; Governor) on Alyssa's Law. The LobbyingFiling schema has no dedicated field distinguishing executive-agency regime from legislative regime; noted here for human review."", ""Section I discloses two agency/decision rows for Alyssa's Law: (1) Agency='Education and Workforce', Decision Description='Alyssa's Law'; (2) Agency='Governor', Decision Description='Alyssa's law'. The schema's LobbyingPosition has no fields for 'Agency' or 'Decision/Rule #' (both rows have no Rule # listed). These have been mapped to general_issue_area and description as best-fit approximations; the agency-decision structure is not fully representable."", ""Section II states 'No expenditures'; no LobbyingExpenditure rows emitted.""]"
20250925LUPA1441980	2025-05-01..2025-08-31	Coalition of Ohio Regional Districts	org-coalition-of-ohio-regional-districts	Sydney Sanders	person-sydney-sanders	0.0	True	original		13	0	0	"[""Section II states 'No expenditures' — no expenditure rows emitted for any of Sections II.A (Gifts), II.B (Itemized Meals & Beverages), II.C (Dinner/Party/Function), or II.D (Non-itemized aggregate).""]"
20250925LUPA1443296	2025-05-01..2025-08-31	Trulieve	org-trulieve	Greg May	person-greg-may	0.0	True	original		3	0	0	"[""Reporting period labeled 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31 (May–August quarter, Sep 30 deadline cycle)."", ""Section II shows 'No expenditures' — no expenditure rows emitted for any sub-section (II.A, II.B, II.C, II.D)."", ""Footer shows '©2026' which may indicate a form template year rather than the filing year; filing year inferred as 2025 from the confirmation number and filed date.""]"
20250926EUPA1444700	2025-05-01..2025-08-31	CBN Secure Technologies, Inc.	org-cbn-secure-technologies-inc	Melissa R Hoeffel	person-melissa-r-hoeffel	18.0	True	original		0	0	1	"[""This is an Executive Agency AER (not a Legislative AER). The form covers executive agency lobbying activity, not legislative bill advocacy. The schema's LobbyingPosition entity targets bills/resolutions; the executive agency decisions disclosed (Bureau of Motor Vehicles – 'Discussions regarding state IDs'; Public Safety – 'Discussions regarding state IDs') have no Decision/Rule # and are not legislative bills. They cannot be accurately represented as LobbyingPosition records and have been omitted from positions[]."", 'Section II.C sub-breakdown: Meals Under $50 = $18.00, Speaking Engagements = $0.00, National Conference Meals = $0.00. Schema has one entertainment row for the aggregate; sub-breakdown detail is lost per extraction rule 3.', ""The form sections label 'Total Aggregate (A + B + C)' as $18.00, which equals the Section C non-itemized total only; Sections A (Gifts) and B (Itemized Meals) were empty, so the aggregate is consistent.""]"
20250926EUPA1445368	2025-05-01..2025-08-31	Southern Ohio Medical Center	org-southern-ohio-medical-center	Mariah Field	person-mariah-field	0.0	True	original		0	0	0	"[""This is an Executive Agency AER (not a Legislative AER). Section I discloses agency decisions (Governor/Operating budget; Medicaid, Department of/Operating budget) rather than bills/resolutions. The LobbyingEngagement entity was used to capture agency + topic, but no Decision/Rule # was provided for either row, and the schema has no dedicated 'agency decision' sub-entity."", ""Section I columns include 'Decision / Rule #' which is blank for all rows; no schema field exists for executive agency decision/rule numbers — information noted but not captured."", ""Section II shows 'No expenditures'; no LobbyingExpenditure rows emitted.""]"
20250926EUPA1445558	2025-05-01..2025-08-31	Columbus Zoo & Aquarium	org-columbus-zoo-aquarium	Andrew W Herf	person-andrew-w-herf	0.0	True	original		0	0	0	"[""This AER is an Executive Agency report (not a Legislative AER). The form covers 'Executive Agency Lobbying Activity' and 'Executive Agency Lobbying Expenditure Statement', governed by executive branch lobbying rules, not ORC §§101.70-101.79. Section I states 'No agency decisions'; Section II states 'No expenditures'. No positions or expenditures to emit."", ""Reporting period label 'May-Aug25' interpreted as 2025-05-01 through 2025-08-31 (executive branch May–Sep30 window); exact end date may differ from legislative calendar.""]"
20250926EUPA1446186	2025-05-01..2025-08-31	Jefferson-Belmont Regional Solid Waste Authority	org-jefferson-belmont-regional-solid-waste-authority	Michael Guastella	person-michael-guastella	0.0	True	original		3	0	0	"['This is an Executive Agency AER (not a legislative AER): Section I lists agency decisions lobbied (Agriculture, Environmental Protection Agency, Governor) rather than legislative bills. The schema has no dedicated field for executive agency / decision targets; these have been mapped to LobbyingPosition with description noting the agency, but sub-fields (Agency, Decision Description, Decision/Rule #) cannot be fully represented.', ""SB 147 appears three times in Section I — once per agency (Agriculture, Environmental Protection Agency, Governor). Three separate LobbyingPosition rows were emitted to preserve the agency-level detail, but the schema does not have a native 'agency' field on LobbyingPosition, so agency names are encoded in the description field."", ""The form header says 'View Agent Executive AER', indicating this is an executive-agency lobbying report governed by a different ORC regime than the legislative AER described in the extraction brief. Regime mismatch noted for human review.""]"
20250926LUPA1444096	2025-05-01..2025-08-31	CareStar	org-carestar	Robert F Klaffky	person-robert-f-klaffky	0.0	True	original		0	0	0	[]
20250926LUPA1444202	2025-05-01..2025-08-31	DuPont De Nemours Inc.	org-dupont-de-nemours-inc	Ben Kaiser	person-ben-kaiser	0.0	True	original		0	0	0	[]
20250926LUPA1445228	2025-05-01..2025-08-31	Woolpert Inc	org-woolpert-inc	Pamela Siekman	person-pamela-siekman	0.0	True	original		0	0	0	[]
20250926LUPA1445826	2025-05-01..2025-08-31	Coalition for Community Solar Access	org-coalition-for-community-solar-access	Mara White	person-mara-white	0.0	True	original		4	0	0	"[""Session number inferred as '136' for the Ohio General Assembly based on the 2025 filing date; not explicitly stated in source."", ""Reporting period label 'May-Aug25' interpreted as 2025-05-01 through 2025-08-31 per OH quarterly-tri-annual AER convention (May 31 deadline window); exact start/end dates not explicitly stated in source."", ""Section II shows 'No expenditures' — no expenditure rows emitted for any sub-section (II.A, II.B, II.C, II.D).""]"
20250926LUPA1446360	2025-05-01..2025-08-31	Department of Development	org-department-of-development	Matt McClellan	person-matt-mcclellan	0.0	True	original		1	0	0	"[""Section I lists 'CB 7/21/2025' — the identifier 'CB' is not a standard Ohio bill type prefix (expected HB, SB, HJR, SJR, etc.). '7/21/2025' appears to be a date rather than a bill number. The bill_reference is preserved verbatim from the source but could not be parsed into a conventional chamber/bill_number structure. Human review recommended."", ""Section II shows 'No expenditures' — no expenditure rows emitted for any sub-section (II.A, II.B, II.C, II.D).""]"
20250928EUPA1447620	2025-05-01..2025-08-31	Infiltrator Water Technologies	org-infiltrator-water-technologies	Nathanael Jonhenry	person-nathanael-jonhenry	0.0	True	original		7	0	0	"[""This is an Executive Agency AER (not a Legislative AER). The form header reads 'View Agent Executive AER' and Section I discloses executive agency lobbying activity (Development, Governor, Health, Lieutenant Governor) with Ohio Administrative Code rule numbers, not legislative bills. The LobbyingFiling schema and extraction rules reference legislative filings; this regime difference is flagged for human review."", ""Section I rows include an Agency column and a Decision/Rule# column. The schema's LobbyingPosition has no dedicated 'agency' or 'decision number' field. Agency names have been embedded in the general_issue_area string and Decision/Rule# values placed in bill_reference (typed as 'regulation') as the closest available fit; fidelity loss is possible."", ""The 'Health – Onsite wastewater systems and regulatory issues' entry appears once in the source with no rule number, alongside three separate Health rows that do carry rule numbers (3701-29-13, 3701-29-22, 3701-29-15). These have been recorded as four distinct LobbyingPosition entries reflecting the source layout."", ""Reporting period label is 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31. Ohio executive-agent AERs covering May–August are due September 30, consistent with the filed date of 2025-09-28.""]"
20250929EUPA1440858	2025-05-01..2025-08-31	City of Brook Park	org-city-of-brook-park	Christopher N Slagle	person-christopher-n-slagle	0.0	True	original		0	0	0	"[""This AER is an Executive Agency form (OLAC 'View Agent Executive AER'), not a Legislative Agent AER. The filing covers executive agency lobbying activity and expenditures (ORC executive regime), not the legislative regime (ORC §§101.70-101.79). The extraction brief assumed a legislative form; schema fit is approximate."", ""Section I discloses 'No agency decisions' — no lobbying activity positions to record."", ""Section II discloses 'No expenditures' — no expenditure rows emitted."", ""Reporting period label is 'May-Aug25'; mapped to 2025-05-01 through 2025-08-31 by inference. Exact start/end dates not explicitly stated on the form.""]"
20250929EUPA1448292	2025-05-01..2025-08-31	Ohio Farmers Insurance Company/dba Westfield Group	org-ohio-farmers-insurance-company-dba-westfield-group	Timothy J Cosgrove	person-timothy-j-cosgrove	0.0	True	original		0	0	0	"[""This AER is an Executive Agency form (not a Legislative Agent AER). The lobbying activity section is titled 'I. Executive Agency Lobbying Activity' and covers agency decisions, not legislative bills/resolutions. No legislative positions were extracted."", ""Section I discloses 'No agency decisions' — no lobbying engagements or positions to emit."", ""Section II discloses 'No expenditures' — no expenditure rows emitted."", ""Reporting period label is 'May-Aug25'; interpreted as 2025-05-01 through 2025-08-31. OH executive AER deadline is Sep 30; exact start/end dates not explicitly stated on form.""]"
20250929EUPA1449640	2025-05-01..2025-08-31	Instructure	org-instructure	Ryan Lehman	person-ryan-lehman	0.0	True	original		0	0	0	"[""This is an Executive Agency AER (executive-branch lobbying regime), not a Legislative Agent AER. The extraction brief targets the legislative form (ORC §§101.70-101.79), but the source header reads 'View Agent Executive AER' and Section I is titled 'Executive Agency Lobbying Activity' with Section II titled 'Executive Agency Lobbying Expenditure Statement'. No separate schema field exists to distinguish executive-branch from legislative-branch filings; flagged for human review."", ""Section I discloses 'No agency decisions' — no LobbyingPosition rows emitted."", ""Section II discloses 'No expenditures' — no LobbyingExpenditure rows emitted."", ""Reporting period label is 'May-Aug25'; reporting_period_start inferred as 2025-05-01 and reporting_period_end inferred as 2025-08-31 based on the executive AER May–Sep 30 reporting window convention.""]"
20250929EUPA1450674	2025-05-01..2025-08-31	Near West Side Multi Service Corporation DBA May Dugan Center	org-near-west-side-multi-service-corporation-dba-may-dugan-center	Brian Durdle	person-brian-durdle	0.0	True	original		0	0	0	"[""This AER is an Executive Agency report (not a Legislative AER). The lobbying activity listed is an agency decision (Criminal Justice Services / Funding Matters) with no Decision/Rule # provided. The schema's LobbyingEngagement was used to capture the agency and topic, but no dedicated 'executive agency decision' sub-entity exists in the schema."", 'Section I lists an executive agency lobbying activity (agency: Criminal Justice Services; decision description: Funding Matters; decision/rule #: blank) rather than bills/resolutions. No LobbyingPosition records were emitted because positions are bill-oriented and no bill identifiers were present.', 'No Decision/Rule # was provided for the Criminal Justice Services entry; that field was left null.']"
