principal_id	bucket	item_id	item_name	item_description	period_label	percent
11111	Legislative Bills/Resolutions	25164	Senate Bill 264	Relating to: coverage of breast cancer screenings by the Medical Assistance program and health insurance policies and plans. (FE)	2025 January - June	1%
11111	Legislative Bills/Resolutions	25164	Senate Bill 264	Relating to: coverage of breast cancer screenings by the Medical Assistance program and health insurance policies and plans. (FE)	2025 July - December	4%
11111	Legislative Bills/Resolutions	25398	Senate Bill 373	Relating to: prior authorization for coverage of physical therapy, occupational therapy, speech therapy, chiropractic services, and other services under health plans.	2025 July - December	3%
11111	Legislative Bills/Resolutions	25605	Senate Bill 434	Relating to: transparency and regulation of prior authorization requirements under health insurance plans. (FE)	2025 July - December	3%
11111	Legislative Bills/Resolutions	25664	Senate Bill 492	Relating to: coverage of nonopioid drug alternatives for the treatment and management of pain.	2025 July - December	4%
11111	Topics Not Yet Assigned A Bill Or Rule Number	60546	Medicaid Funding and Reimbursement		2025 January - June	11%
11111	Topics Not Yet Assigned A Bill Or Rule Number	60546	Medicaid Funding and Reimbursement		2025 July - December	27%
11111	Topics Not Yet Assigned A Bill Or Rule Number	60547	Health Insurance Mandates		2025 January - June	14%
11111	Topics Not Yet Assigned A Bill Or Rule Number	60547	Health Insurance Mandates		2025 July - December	23%
11111	Topics Not Yet Assigned A Bill Or Rule Number	60548	Wisconsin Healthcare Stability Program		2025 January - June	1%
11111	Topics Not Yet Assigned A Bill Or Rule Number	60549	2025-27 State Budget Bill		2025 January - June	11%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62088	Addressing Financial Issues in the Long-Term Care Insurance Industry		2025 January - June	2%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62088	Addressing Financial Issues in the Long-Term Care Insurance Industry		2025 July - December	3%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62089	Coverage and Reimbursement of Emergency Ambulance Services		2025 January - June	4%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62089	Coverage and Reimbursement of Emergency Ambulance Services		2025 July - December	3%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62090	State Strategies to Reduce Prescription Drug Costs		2025 January - June	1%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62090	State Strategies to Reduce Prescription Drug Costs		2025 July - December	2%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62091	Utilization Management Controls in the Medical Assistance Program		2025 January - June	1%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62093	Prior Authorization		2025 January - June	6%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62093	Prior Authorization		2025 July - December	7%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62912	Application of Prescription Drug Payments to Health Insurance Cost Sharing Requirements		2025 January - June	1%
11111	Topics Not Yet Assigned A Bill Or Rule Number	62913	Pharmacy Benefit Managers		2025 January - June	4%
11113	Topics Not Yet Assigned A Bill Or Rule Number	57840	All matters related to the regulation of the timeshare industry.		2025 January - June	50%
11113	Topics Not Yet Assigned A Bill Or Rule Number	61957	Matters related to lodging facilities		2025 January - June	20%
11113	Topics Not Yet Assigned A Bill Or Rule Number	61958	Matters related to data privacy		2025 January - June	20%
11114	Budget Bill Subjects	1310	Revenue: Departmentwide		2025 January - June	5%
11114	Budget Bill Subjects	1335	Wisconsin Economic Development Corporation		2025 January - June	5%
11114	Budget Bill Subjects	1337	Housing and Development Authority: Development Loan Guarantees		2025 January - June	5%
11114	Legislative Bills/Resolutions	24894	Senate Bill 180	Relating to: modifications to housing programs under the Wisconsin Housing and Economic Development Authority. (FE)	2025 July - December	15%
11114	Legislative Bills/Resolutions	24955	Assembly Bill 194	Relating to: modifications to housing programs under the Wisconsin Housing and Economic Development Authority. (FE)	2025 July - December	15%
11114	Legislative Bills/Resolutions	25423	Assembly Bill 375	Relating to: modifications to the historic rehabilitation tax credit. (FE)	2025 July - December	15%
11114	Legislative Bills/Resolutions	25434	Senate Bill 382	Relating to: modifications to the historic rehabilitation tax credit. (FE)	2025 July - December	15%
11114	Topics Not Yet Assigned A Bill Or Rule Number	57804	Matters related to workforce housing credits.		2025 January - June	37%
11114	Topics Not Yet Assigned A Bill Or Rule Number	57804	Matters related to workforce housing credits.		2025 July - December	10%
11114	Topics Not Yet Assigned A Bill Or Rule Number	57806	Topics related to low income housing.		2025 January - June	38%
11114	Topics Not Yet Assigned A Bill Or Rule Number	57806	Topics related to low income housing.		2025 July - December	10%
11114	Topics Not Yet Assigned A Bill Or Rule Number	63446	Matters relating to Historic Tax Credit		2025 July - December	10%
11115	Budget Bill Subjects	1228	Administration: Division of Gaming		2025 January - June	25%
11115	Budget Bill Subjects	1295	Natural Resources: Departmentwide		2025 January - June	25%
11115	Budget Bill Subjects	1295	Natural Resources: Departmentwide		2025 July - December	10%
11115	Legislative Bills/Resolutions	26151	Senate Bill 700	Relating to: fees for snowmobile registration and trail use stickers. (FE)	2025 July - December	20%
11115	Legislative Bills/Resolutions	26185	Assembly Bill 704	Relating to: fees for snowmobile registration and trail use stickers. (FE)	2025 July - December	20%
11115	Topics Not Yet Assigned A Bill Or Rule Number	57421	Tribal gaming revenue and snowmobile law enforcement		2025 January - June	25%
11115	Topics Not Yet Assigned A Bill Or Rule Number	61952	Registration and trail pass fees		2025 January - June	25%
11115	Topics Not Yet Assigned A Bill Or Rule Number	61952	Registration and trail pass fees		2025 July - December	50%
11116	Budget Bill Subjects	1237	Building Commission		2025 January - June	60%
11116	Topics Not Yet Assigned A Bill Or Rule Number	58253	Issues related to children's museum funding and programming		2025 January - June	40%
11116	Topics Not Yet Assigned A Bill Or Rule Number	58253	Issues related to children's museum funding and programming		2025 July - December	90%
11117	Budget Bill Subjects	1262	Health Services: Mental Health and Developmental Disabilities Services; Facilities		2025 January - June	10%
11117	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 January - June	70%
11117	Legislative Bills/Resolutions	25923	Assembly Bill 598	Relating to: consent to admissions to certain health care facilities by patient representatives without requiring a petition for guardianship or protective placement. (FE)	2025 July - December	10%
11117	Legislative Bills/Resolutions	25929	Assembly Bill 604	Relating to: coverage under the Medical Assistance program for incarcerated individuals. (FE)	2025 July - December	10%
11117	Topics Not Yet Assigned A Bill Or Rule Number	59528	Issues related to funding of substance abuse services		2025 January - June	10%
11117	Topics Not Yet Assigned A Bill Or Rule Number	59528	Issues related to funding of substance abuse services		2025 July - December	35%
11117	Topics Not Yet Assigned A Bill Or Rule Number	59529	Issues related to regulation of substance abuse treatment clinics		2025 January - June	10%
11117	Topics Not Yet Assigned A Bill Or Rule Number	59529	Issues related to regulation of substance abuse treatment clinics		2025 July - December	35%
11119	Topics Not Yet Assigned A Bill Or Rule Number	59530	Issues related to meat processing facilities		2025 January - June	90%
11120	Budget Bill Subjects	1310	Revenue: Departmentwide		2025 January - June	10%
11120	Legislative Bills/Resolutions	25654	Senate Bill 482	Relating to: increasing the carryover period of the research income tax credit. (FE)	2025 July - December	30%
11120	Legislative Bills/Resolutions	25710	Assembly Bill 494	Relating to: increasing the carryover period of the research income tax credit. (FE)	2025 July - December	30%
11120	Topics Not Yet Assigned A Bill Or Rule Number	57800	Matters related to the promotion of diaper banks in Wisconsin.		2025 January - June	40%
11120	Topics Not Yet Assigned A Bill Or Rule Number	57800	Matters related to the promotion of diaper banks in Wisconsin.		2025 July - December	5%
11120	Topics Not Yet Assigned A Bill Or Rule Number	57801	The manufacturing, transporting, use or taxation of personal care products and paper-based consumer products, as well as other policies that may affect the manufacturing or sales of products or services by Kimberly-Clark Corporation and subsidiaries.		2025 January - June	10%
11120	Topics Not Yet Assigned A Bill Or Rule Number	57802	Access to feminine hygiene products in public buildings.		2025 January - June	10%
11120	Topics Not Yet Assigned A Bill Or Rule Number	57802	Access to feminine hygiene products in public buildings.		2025 July - December	10%
11120	Topics Not Yet Assigned A Bill Or Rule Number	61970	Matters related to manufacturing facilities in Wisconsin		2025 January - June	10%
11120	Topics Not Yet Assigned A Bill Or Rule Number	61970	Matters related to manufacturing facilities in Wisconsin		2025 July - December	10%
11120	Topics Not Yet Assigned A Bill Or Rule Number	61971	Matters related to energy costs in Wisconsin		2025 January - June	10%
11120	Topics Not Yet Assigned A Bill Or Rule Number	61971	Matters related to energy costs in Wisconsin		2025 July - December	10%
11121	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	50%
11121	Topics Not Yet Assigned A Bill Or Rule Number	58545	Matters related to funding for youth literacy and teacher recruitment programs.		2025 January - June	50%
11121	Topics Not Yet Assigned A Bill Or Rule Number	58545	Matters related to funding for youth literacy and teacher recruitment programs.		2025 July - December	90%
11122	Budget Bill Subjects	1310	Revenue: Departmentwide		2025 January - June	20%
11122	Budget Bill Subjects	1335	Wisconsin Economic Development Corporation		2025 January - June	10%
11122	Legislative Bills/Resolutions	26370	Assembly Bill 814	Relating to: a sales and use tax exemption for sales of movie theater projectors. (FE)	2025 July - December	70%
11122	Topics Not Yet Assigned A Bill Or Rule Number	61979	Matters related to the hotel/lodging industry		2025 January - June	20%
11122	Topics Not Yet Assigned A Bill Or Rule Number	61980	Matters related to the theater industry and taxation		2025 January - June	20%
11122	Topics Not Yet Assigned A Bill Or Rule Number	61980	Matters related to the theater industry and taxation		2025 July - December	10%
11122	Topics Not Yet Assigned A Bill Or Rule Number	61981	Matters related to theater industry technology		2025 January - June	20%
11122	Topics Not Yet Assigned A Bill Or Rule Number	61981	Matters related to theater industry technology		2025 July - December	10%
11123	Legislative Bills/Resolutions	24706	Assembly Bill 89	Relating to: theft crimes and providing a penalty. (FE)	2025 January - June	30%
11123	Legislative Bills/Resolutions	24706	Assembly Bill 89	Relating to: theft crimes and providing a penalty. (FE)	2025 July - December	25%
11123	Legislative Bills/Resolutions	24729	Senate Bill 92	Relating to: theft crimes and providing a penalty. (FE)	2025 January - June	30%
11123	Legislative Bills/Resolutions	24729	Senate Bill 92	Relating to: theft crimes and providing a penalty. (FE)	2025 July - December	25%
11123	Topics Not Yet Assigned A Bill Or Rule Number	57811	Matters related to alcohol delivery		2025 January - June	10%
11123	Topics Not Yet Assigned A Bill Or Rule Number	57811	Matters related to alcohol delivery		2025 July - December	10%
11123	Topics Not Yet Assigned A Bill Or Rule Number	57812	Matters related to the delivery of alcoholic beverages		2025 January - June	10%
11123	Topics Not Yet Assigned A Bill Or Rule Number	57812	Matters related to the delivery of alcoholic beverages		2025 July - December	10%
11123	Topics Not Yet Assigned A Bill Or Rule Number	61976	Matters related to grocery stores		2025 January - June	10%
11123	Topics Not Yet Assigned A Bill Or Rule Number	61976	Matters related to grocery stores		2025 July - December	10%
11123	Topics Not Yet Assigned A Bill Or Rule Number	63369	Regulation and taxation of hemp-infused products		2025 July - December	10%
11124	Topics Not Yet Assigned A Bill Or Rule Number	58248	The impact of current regulation of private camps and campgrounds on the operations of private camps in Wisconsin.  The impact of potential changes to the regulatory framework under which private camps are governed.		2025 January - June	50%
11124	Topics Not Yet Assigned A Bill Or Rule Number	58249	Matters related to physician licensure in camp settings.		2025 January - June	10%
11124	Topics Not Yet Assigned A Bill Or Rule Number	58250	Matters related to Unemployment Insurance for college student employees.		2025 January - June	10%
11124	Topics Not Yet Assigned A Bill Or Rule Number	58251	Matters related to unemployment insurance		2025 January - June	10%
11124	Topics Not Yet Assigned A Bill Or Rule Number	58252	Rulemaking related to building codes for summer camps.		2025 January - June	10%
11127	Legislative Bills/Resolutions	25423	Assembly Bill 375	Relating to: modifications to the historic rehabilitation tax credit. (FE)	2025 July - December	20%
11127	Legislative Bills/Resolutions	25434	Senate Bill 382	Relating to: modifications to the historic rehabilitation tax credit. (FE)	2025 July - December	20%
11127	Legislative Bills/Resolutions	25654	Senate Bill 482	Relating to: increasing the carryover period of the research income tax credit. (FE)	2025 July - December	15%
11127	Legislative Bills/Resolutions	25710	Assembly Bill 494	Relating to: increasing the carryover period of the research income tax credit. (FE)	2025 July - December	15%
11127	Legislative Bills/Resolutions	25804	Assembly Bill 550	Relating to: the disclosure of certain ingredients in food and providing a penalty. (FE)	2025 July - December	20%
11127	Topics Not Yet Assigned A Bill Or Rule Number	57823	Matters related to workforce development.		2025 January - June	90%
11128	Topics Not Yet Assigned A Bill Or Rule Number	57819	Matters related to funding for addiction recovery portals		2025 January - June	40%
11128	Topics Not Yet Assigned A Bill Or Rule Number	57820	Opioid settlement funds		2025 January - June	50%
11129	Budget Bill Subjects	1226	Administration: Facilities Management		2025 January - June	60%
11129	Topics Not Yet Assigned A Bill Or Rule Number	59531	Issues related to funding if IT projects		2025 January - June	20%
11129	Topics Not Yet Assigned A Bill Or Rule Number	59538	Issues related to Independent Verification and Validation (IV & V) for IT projects		2025 January - June	20%
11130	Budget Bill Subjects	1322	Transportation: Aids		2025 July - December	8%
11130	Budget Bill Subjects	1323	Transportation: Local Transportation Assistance		2025 January - June	50%
11130	Budget Bill Subjects	1323	Transportation: Local Transportation Assistance		2025 July - December	8%
11130	Budget Bill Subjects	1327	Transportation: Departmentwide		2025 July - December	8%
11130	Legislative Bills/Resolutions	25012	Assembly Bill 222	Relating to: a sustainable aviation fuel production tax credit. (FE)	2025 January - June	10%
11130	Legislative Bills/Resolutions	25012	Assembly Bill 222	Relating to: a sustainable aviation fuel production tax credit. (FE)	2025 July - December	19%
11130	Legislative Bills/Resolutions	25219	Senate Bill 284	Relating to: a sustainable aviation fuel production tax credit. (FE)	2025 July - December	19%
11130	Topics Not Yet Assigned A Bill Or Rule Number	59547	Matters related to state funding for fuel and transportation infrastructure projects		2025 January - June	10%
11130	Topics Not Yet Assigned A Bill Or Rule Number	59547	Matters related to state funding for fuel and transportation infrastructure projects		2025 July - December	33%
11130	Topics Not Yet Assigned A Bill Or Rule Number	61982	Matters related to fuel distribution		2025 January - June	10%
11130	Topics Not Yet Assigned A Bill Or Rule Number	61983	Matters related to state vehicle fleet		2025 January - June	10%
11131	Budget Bill Subjects	1240	Children and Families: Economic Support		2025 January - June	40%
11131	Legislative Bills/Resolutions	25293	Senate Bill 327	Relating to: emotional support animals in housing; falsely claiming that an animal is a service animal; and providing a penalty. (FE)	2025 July - December	15%
11131	Legislative Bills/Resolutions	25414	Assembly Bill 366	Relating to: emotional support animals in housing; falsely claiming that an animal is a service animal; and providing a penalty. (FE)	2025 July - December	15%
11131	Legislative Bills/Resolutions	25494	Assembly Bill 410	Relating to: grants for falls prevention awareness and initiatives and making an appropriation. (FE)	2025 July - December	10%
11131	Legislative Bills/Resolutions	25507	Senate Bill 410	Relating to: grants for falls prevention awareness and initiatives and making an appropriation. (FE)	2025 July - December	10%
11131	Legislative Bills/Resolutions	25608	Senate Bill 437	Relating to: automated external defibrillators in child care centers and making an appropriation. (FE)	2025 July - December	10%
11131	Legislative Bills/Resolutions	25714	Assembly Bill 498	Relating to: automated external defibrillators in child care centers and making an appropriation. (FE)	2025 July - December	10%
11131	Topics Not Yet Assigned A Bill Or Rule Number	57828	Matters related to the expansion of early childhood education.		2025 January - June	10%
11131	Topics Not Yet Assigned A Bill Or Rule Number	57830	Matters related to state funding for after school programs.		2025 January - June	10%
11131	Topics Not Yet Assigned A Bill Or Rule Number	57831	All matters related to child care licensing reform.		2025 January - June	10%
11131	Topics Not Yet Assigned A Bill Or Rule Number	57831	All matters related to child care licensing reform.		2025 July - December	15%
11131	Topics Not Yet Assigned A Bill Or Rule Number	57832	All matters related to the funding, eligibility and implementation of SHARES.		2025 January - June	10%
11131	Topics Not Yet Assigned A Bill Or Rule Number	57833	KidsCount funding		2025 January - June	10%
11131	Topics Not Yet Assigned A Bill Or Rule Number	57834	Nonstate building commission grants		2025 July - December	10%
11132	Budget Bill Subjects	1237	Building Commission		2025 January - June	2%
11132	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 January - June	40%
11132	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 July - December	2%
11132	Budget Bill Subjects	1265	Health Services: Departmentwide		2025 January - June	2%
11132	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 January - June	1%
11132	Legislative Bills/Resolutions	24543	Senate Bill 23	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 January - June	1%
11132	Legislative Bills/Resolutions	24613	Assembly Bill 45	Relating to: ratification of the Dietitian Licensure Compact. (FE)	2025 January - June	1%
11132	Legislative Bills/Resolutions	24677	Senate Bill 71	Relating to: ratification of the Dietitian Licensure Compact. (FE)	2025 January - June	1%
11132	Legislative Bills/Resolutions	24680	Senate Bill 74	Relating to: ratification of the Social Work Licensure Compact. (FE)	2025 January - June	1%
11132	Legislative Bills/Resolutions	24697	Assembly Bill 80	Relating to: ratification of the Social Work Licensure Compact. (FE)	2025 January - June	1%
11132	Legislative Bills/Resolutions	24714	Assembly Bill 97	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 January - June	2%
11132	Legislative Bills/Resolutions	24918	Senate Bill 190	Relating to: ratification of the Respiratory Care Interstate Compact. (FE)	2025 January - June	1%
11132	Legislative Bills/Resolutions	24918	Senate Bill 190	Relating to: ratification of the Respiratory Care Interstate Compact. (FE)	2025 July - December	2%
11132	Legislative Bills/Resolutions	24954	Assembly Bill 193	Relating to: ratification of the Respiratory Care Interstate Compact. (FE)	2025 January - June	1%
11132	Legislative Bills/Resolutions	24954	Assembly Bill 193	Relating to: ratification of the Respiratory Care Interstate Compact. (FE)	2025 July - December	2%
11132	Legislative Bills/Resolutions	25377	Assembly Bill 353	Relating to: price transparency in hospitals, restricting certain debt collection actions against patients, and providing a penalty. (FE)	2025 July - December	8%
11132	Legislative Bills/Resolutions	25444	Senate Bill 383	Relating to: price transparency in hospitals, restricting certain debt collection actions against patients, and providing a penalty. (FE)	2025 July - December	4%
11132	Legislative Bills/Resolutions	25905	Senate Bill 578	Relating to: consent to admissions to certain health care facilities by patient representatives without requiring a petition for guardianship or protective placement. (FE)	2025 July - December	17%
11132	Legislative Bills/Resolutions	25923	Assembly Bill 598	Relating to: consent to admissions to certain health care facilities by patient representatives without requiring a petition for guardianship or protective placement. (FE)	2025 July - December	19%
11132	Topics Not Yet Assigned A Bill Or Rule Number	61959	Matters related to healthcare financing and delivery		2025 January - June	19%
11132	Topics Not Yet Assigned A Bill Or Rule Number	61959	Matters related to healthcare financing and delivery		2025 July - December	31%
11132	Topics Not Yet Assigned A Bill Or Rule Number	61961	Matters related to non-state grant financing		2025 July - December	2%
11132	Topics Not Yet Assigned A Bill Or Rule Number	62710	Guardianship Laws		2025 January - June	10%
11132	Topics Not Yet Assigned A Bill Or Rule Number	63036	Matters related to cardiology		2025 January - June	1%
11132	Topics Not Yet Assigned A Bill Or Rule Number	64685	Matters related to power of attorney for health care		2025 July - December	2%
11133	Budget Bill Subjects	1240	Children and Families: Economic Support		2025 January - June	30%
11133	Budget Bill Subjects	1241	Children and Families: Departmentwide		2025 January - June	20%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61962	Matters related to child care funding		2025 January - June	10%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61962	Matters related to child care funding		2025 July - December	30%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61963	Matters related to TANF funding		2025 January - June	10%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61963	Matters related to TANF funding		2025 July - December	20%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61964	Matters related to after school programming		2025 January - June	10%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61964	Matters related to after school programming		2025 July - December	20%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61965	Matters related to children's mental health		2025 January - June	10%
11133	Topics Not Yet Assigned A Bill Or Rule Number	61965	Matters related to children's mental health		2025 July - December	20%
11134	Budget Bill Subjects	1286	Military Affairs: Emergency Management Services		2025 January - June	60%
11134	Topics Not Yet Assigned A Bill Or Rule Number	59541	Matters related to the funding, agency location and oversight of WISCOM.		2025 January - June	10%
11134	Topics Not Yet Assigned A Bill Or Rule Number	59541	Matters related to the funding, agency location and oversight of WISCOM.		2025 July - December	30%
11134	Topics Not Yet Assigned A Bill Or Rule Number	59542	Matters related to funding for state radio systems		2025 January - June	10%
11134	Topics Not Yet Assigned A Bill Or Rule Number	59542	Matters related to funding for state radio systems		2025 July - December	30%
11134	Topics Not Yet Assigned A Bill Or Rule Number	59543	Matters related to state funding of local governments		2025 January - June	10%
11134	Topics Not Yet Assigned A Bill Or Rule Number	59543	Matters related to state funding of local governments		2025 July - December	30%
11135	Legislative Bills/Resolutions	26230	Assembly Bill 749	Relating to: instruction in blood and organ donation in high school grades. (FE)	2025 July - December	60%
11135	Topics Not Yet Assigned A Bill Or Rule Number	60760	Matters related to blood donation incentives.		2025 January - June	30%
11135	Topics Not Yet Assigned A Bill Or Rule Number	60760	Matters related to blood donation incentives.		2025 July - December	10%
11135	Topics Not Yet Assigned A Bill Or Rule Number	60762	Matters related to organ donation		2025 January - June	30%
11135	Topics Not Yet Assigned A Bill Or Rule Number	60762	Matters related to organ donation		2025 July - December	10%
11135	Topics Not Yet Assigned A Bill Or Rule Number	61984	Matters related to blood and organ donation		2025 January - June	30%
11135	Topics Not Yet Assigned A Bill Or Rule Number	61984	Matters related to blood and organ donation		2025 July - December	10%
11136	Legislative Bills/Resolutions	25464	Senate Bill 400	Relating to: use restrictions on state and local government electronic devices.	2025 July - December	20%
11136	Legislative Bills/Resolutions	25533	Assembly Bill 415	Relating to: use restrictions on state and local government electronic devices.	2025 July - December	30%
11136	Topics Not Yet Assigned A Bill Or Rule Number	62078	e-commerce		2025 January - June	100%
11136	Topics Not Yet Assigned A Bill Or Rule Number	62078	e-commerce		2025 July - December	50%
11137	Legislative Bills/Resolutions	24543	Senate Bill 23	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 January - June	15%
11137	Legislative Bills/Resolutions	24714	Assembly Bill 97	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 January - June	27%
11137	Legislative Bills/Resolutions	24714	Assembly Bill 97	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 July - December	2%
11137	Legislative Bills/Resolutions	24765	Assembly Bill 106	Relating to: exempting certain electric vehicle charging stations located at a residence from the electric vehicle charging tax. (FE)	2025 July - December	1%
11137	Legislative Bills/Resolutions	24896	Assembly Bill 163	Relating to: redeterminations of eligibility for the Medical Assistance program and database confirmation for public assistance program eligibility. (FE)	2025 January - June	2%
11137	Legislative Bills/Resolutions	24977	Senate Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 January - June	4%
11137	Legislative Bills/Resolutions	24977	Senate Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 July - December	39%
11137	Legislative Bills/Resolutions	25001	Assembly Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 January - June	11%
11137	Legislative Bills/Resolutions	25001	Assembly Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 July - December	21%
11137	Legislative Bills/Resolutions	25061	Assembly Bill 234	Relating to: the electronic vaping device directory and electronic nicotine devices. (FE)	2025 January - June	2%
11137	Legislative Bills/Resolutions	25138	Senate Bill 257	Relating to: the electronic vaping device directory and electronic nicotine devices. (FE)	2025 January - June	1%
11137	Legislative Bills/Resolutions	25574	Assembly Bill 448	Relating to: nonprofit agricultural organization health benefit coverage.	2025 July - December	4%
11137	Legislative Bills/Resolutions	25621	Senate Bill 450	Relating to: nonprofit agricultural organization health benefit coverage.	2025 July - December	1%
11137	Legislative Bills/Resolutions	25746	Senate Bill 524	Relating to: raising the legal age for sale, purchase, and possession of cigarettes and nicotine and tobacco products; providing a legal age for sale, purchase, and possession of electronic vaping devices; and providing a penalty. (FE)	2025 July - December	5%
11137	Legislative Bills/Resolutions	25765	Assembly Bill 511	Relating to: the cigarette excise tax and cigarettes that involve heating tobacco without combustion. (FE)	2025 July - December	4%
11137	Legislative Bills/Resolutions	25778	Assembly Bill 524	Relating to: raising the legal age for sale, purchase, and possession of cigarettes and nicotine and tobacco products; providing a legal age for sale, purchase, and possession of electronic vaping devices; and providing a penalty. (FE)	2025 July - December	10%
11137	Legislative Bills/Resolutions	25831	Senate Bill 544	Relating to: the cigarette excise tax and cigarettes that involve heating tobacco without combustion. (FE)	2025 July - December	1%
11137	Legislative Bills/Resolutions	25929	Assembly Bill 604	Relating to: coverage under the Medical Assistance program for incarcerated individuals. (FE)	2025 July - December	1%
11137	Topics Not Yet Assigned A Bill Or Rule Number	57498	Regulation of tobacco, budget for prevention efforts		2025 January - June	12%
11137	Topics Not Yet Assigned A Bill Or Rule Number	57498	Regulation of tobacco, budget for prevention efforts		2025 July - December	1%
11137	Topics Not Yet Assigned A Bill Or Rule Number	57499	Clean energy, transportation, healthy air		2025 January - June	17%
11137	Topics Not Yet Assigned A Bill Or Rule Number	57499	Clean energy, transportation, healthy air		2025 July - December	8%
11137	Topics Not Yet Assigned A Bill Or Rule Number	57500	Lung disease and health care access		2025 January - June	8%
11137	Topics Not Yet Assigned A Bill Or Rule Number	57500	Lung disease and health care access		2025 July - December	2%
11138	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	80%
11138	Legislative Bills/Resolutions	24521	Assembly Bill 1	Relating to: changes to the educational assessment program and the school and school district accountability report. (FE)	2025 January - June	1%
11138	Legislative Bills/Resolutions	24708	Assembly Bill 91	Relating to: the requirement that first class cities and first class city school districts place school resource officers in schools. (FE)	2025 January - June	2%
11138	Legislative Bills/Resolutions	25475	Assembly Bill 391	Relating to: the per pupil adjustment for school district revenue limits. (FE)	2025 July - December	1%
11138	Topics Not Yet Assigned A Bill Or Rule Number	61978	K-12 Education Funding and Policy		2025 July - December	69%
11138	Topics Not Yet Assigned A Bill Or Rule Number	63028	Funding for Students with Disabilities		2025 July - December	10%
11139	Budget Bill Subjects	1247	District Attorneys		2025 January - June	80%
11139	Legislative Bills/Resolutions	25344	Assembly Bill 320	Relating to: increasing certain court fees and surcharges and indexing those amounts for inflation. (FE)	2025 July - December	10%
11139	Legislative Bills/Resolutions	25768	Assembly Bill 514	Relating to: authorizing additional circuit court and criminal justice system positions. (FE)	2025 July - December	10%
11139	Topics Not Yet Assigned A Bill Or Rule Number	57507	2025-27 Biennial Budget Bill		2025 January - June	10%
11139	Topics Not Yet Assigned A Bill Or Rule Number	63432	Assistant District Attorney Staffing Issues		2025 July - December	10%
11140	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	10%
11140	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	5%
11140	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	10%
11140	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	5%
11140	Legislative Bills/Resolutions	25511	Senate Bill 414	Relating to: requiring animal testing facilities and breeders to offer certain dogs and cats for adoption to releasing agencies and providing a penalty. (FE)	2025 July - December	15%
11140	Legislative Bills/Resolutions	25562	Assembly Bill 436	Relating to: requiring animal testing facilities and breeders to offer certain dogs and cats for adoption to releasing agencies and providing a penalty. (FE)	2025 July - December	15%
11140	Legislative Bills/Resolutions	26047	Senate Bill 654	Relating to: exempting persons engaged in certain contract research services from the sales and use tax. (FE)	2025 July - December	20%
