lobbyist_id	principal_id	authorized_on	withdrawn_on	discovered_via	lobbyist_in_grid
11177	11427	2025-01-21		both	true
11177	11558	2025-01-08		both	true
11177	11561	2025-01-08		both	true
11177	11572	2025-01-08		both	true
11177	12820	2025-09-22		both	true
11177	12848	2025-01-28		both	true
11177	12994	2025-04-30		both	true
11177	13012	2025-05-22		both	true
11177	13037	2025-07-01		both	true
11177	13070	2025-09-23		both	true
11177	13119	2025-11-12		both	true
11177	13204	2026-02-04	2026-02-05	both	true
11178	11053	2024-12-26	2025-12-02	both	true
11178	11072	2024-12-26	2025-07-17	both	true
11178	11073	2024-12-26	2025-07-17	both	true
11178	11075	2024-12-26		both	true
11178	11095	2024-12-26	2025-12-02	both	true
11178	11100	2024-12-26	2026-01-09	both	true
11178	11101	2024-12-26	2025-12-02	both	true
11178	11102	2024-12-26		both	true
11178	11103	2024-12-26		both	true
11178	11110	2024-12-13	2026-02-10	both	true
11178	11170	2024-12-26	2026-03-11	both	true
11178	11171	2024-12-26	2025-07-17	both	true
11178	11172	2024-12-26	2025-07-17	both	true
11178	11173	2024-12-26	2026-03-06	both	true
11178	11186	2024-12-26	2025-07-17	both	true
11178	11213	2024-12-18		both	true
11178	11241	2024-12-26	2025-12-02	both	true
11178	11244	2024-12-26	2025-07-17	both	true
11178	11663	2025-01-07	2025-12-02	both	true
11178	11714	2025-01-08		both	true
11178	12939	2025-02-24	2025-07-17	both	true
11178	13007	2025-05-20	2025-11-24	both	true
11179	11054	2024-12-26		both	true
11179	11073	2024-12-26		both	true
11179	11131	2026-02-11		both	true
11179	11171	2025-07-17		both	true
11179	11172	2025-07-17		both	true
11179	11177	2024-12-26		both	true
11179	11180	2024-12-26		both	true
11179	11182	2024-12-26		both	true
11179	11183	2024-12-26		both	true
11179	11184	2024-12-26		both	true
11179	11185	2024-12-26		both	true
11179	11186	2024-12-26		both	true
11179	11234	2025-02-06		both	true
11179	11306	2025-01-06		both	true
11179	11507	2025-01-02		both	true
11179	11579	2025-03-12		both	true
11179	11714	2025-01-08		both	true
11179	12939	2025-02-24		both	true
11179	12946	2025-02-26		both	true
11179	12951	2025-02-28		both	true
11179	12962	2025-03-19		both	true
11179	12972	2025-03-19		both	true
11179	12990	2025-04-16		both	true
11179	13078	2025-10-01		both	true
11179	13208	2026-02-09		both	true
11179	13230	2026-03-13		both	true
11180	11055	2024-12-23		both	true
11180	11125	2024-12-30		both	true
11180	11139	2024-12-23		both	true
11180	11140	2024-12-23		both	true
11180	11141	2024-12-23		both	true
11180	11142	2024-12-23		both	true
11180	11146	2024-12-23		both	true
11180	11147	2024-12-23		both	true
11180	11148	2024-12-23		both	true
11180	11149	2024-12-23		both	true
11180	11151	2024-12-23		both	true
11180	11152	2024-12-23		both	true
11180	11153	2024-12-23		both	true
11180	11157	2024-12-19		both	true
11180	11177	2024-12-26		both	true
11180	11332	2024-12-26		both	true
11180	11404	2024-12-30		both	true
11180	11575	2025-04-16		both	true
11180	12796	2025-01-15		both	true
11180	12804	2025-01-16		both	true
11180	13079	2025-10-01		both	true
11181	10960	2025-09-24		both	true
11181	10963	2025-09-24		both	true
11181	10965	2025-09-24		both	true
11181	10966	2025-09-24		both	true
11181	10967	2025-09-24		both	true
11181	11053	2024-12-26		both	true
11181	11072	2024-12-26	2025-10-13	both	true
11181	11075	2024-12-26		both	true
11181	11103	2024-12-26		both	true
11181	11131	2026-02-11		both	true
11181	11173	2024-12-26		both	true
11181	11213	2024-12-18		both	true
11181	11231	2024-12-26		both	true
11181	11232	2024-12-26		both	true
11181	11233	2024-12-26		both	true
11181	11234	2024-12-26		both	true
11181	11236	2024-12-26	2025-08-19	both	true
11181	11238	2024-12-26		both	true
11181	11239	2024-12-26		both	true
11181	11240	2024-12-26		both	true
11181	11241	2024-12-26		both	true
11181	11243	2024-12-26		both	true
11181	11244	2024-12-26		both	true
11181	11306	2025-01-06		both	true
11181	11507	2025-01-15		both	true
11181	11579	2025-03-12		both	true
11181	12796	2025-01-15		both	true
11181	12951	2025-02-28		both	true
11181	12960	2025-04-16		both	true
11181	12972	2025-03-19		both	true
11181	13078	2025-10-01		both	true
11181	13208	2026-02-09		both	true
11181	13228	2026-03-10		both	true
11182	11088	2024-12-12		both	true
11182	11155	2025-01-02		both	true
11182	11187	2024-12-17		both	true
11182	11190	2024-12-17		both	true
11182	11198	2024-12-17		both	true
11182	11199	2024-12-17		both	true
11182	11212	2024-12-18		both	true
11182	11259	2024-12-19	2025-03-28	both	true
11182	11266	2024-12-19		both	true
11182	11268	2024-12-19		both	true
11182	11269	2024-12-19		both	true
11182	11297	2024-12-20		both	true
11182	11319	2024-12-27		both	true
11182	11325	2025-01-02		both	true
11182	11327	2024-12-23		both	true
11182	11331	2024-12-23		both	true
11182	11340	2025-04-18		both	true
11182	11369	2024-12-30		both	true
11182	11387	2025-01-02		both	true
11182	11405	2025-07-10		both	true
11182	11496	2025-01-02		both	true
11182	11541	2025-01-02		both	true
11182	11565	2025-01-02		both	true
11182	11567	2025-01-02		both	true
11182	11633	2025-01-22		both	true
11182	11709	2025-01-08		both	true
11182	12963	2025-03-14		both	true
11182	12964	2025-03-14		both	true
11182	12965	2025-03-14		both	true
11182	12970	2025-03-17		both	true
11182	12977	2025-03-26	2026-02-16	both	true
11182	12981	2025-03-31		both	true
11182	12983	2025-04-01		both	true
11182	13161	2026-01-21		both	true
11182	13236	2026-05-01		both	true
11183	10969	2025-02-06		both	true
11183	11088	2024-12-12		both	true
11183	11181	2024-12-17		both	true
11183	11190	2024-12-17		both	true
11183	11199	2024-12-17		both	true
11183	11202	2024-12-17		both	true
11183	11212	2024-12-17		both	true
11183	11230	2025-01-15		both	true
11183	11258	2024-12-18		both	true
11183	11259	2024-12-19		both	true
11183	11266	2024-12-19		both	true
11183	11268	2024-12-19		both	true
11183	11269	2024-12-19		both	true
11183	11284	2024-12-20		both	true
11183	11297	2024-12-20		both	true
11183	11319	2024-12-27		both	true
11183	11325	2025-01-02		both	true
11183	11331	2024-12-23		both	true
11183	11340	2025-04-18		both	true
11183	11369	2024-12-30		both	true
11183	11405	2025-07-10		both	true
11183	11496	2025-01-02		both	true
11183	11565	2025-01-02		both	true
11183	11566	2025-01-02		both	true
11183	11567	2025-01-02		both	true
11183	11633	2025-01-22		both	true
11183	12792	2025-01-14		both	true
11183	12857	2025-01-28		both	true
11183	12963	2025-03-14		both	true
11183	12964	2025-03-14		both	true
11183	12965	2025-03-14		both	true
11183	12970	2025-03-17		both	true
11183	12977	2025-03-26	2026-02-16	both	true
11183	13190	2026-02-03		both	true
11184	11299	2025-01-02		both	true
11185	11064	2024-12-10		both	true
11186	11088	2024-12-12		both	true
11186	11155	2025-01-02		both	true
11186	11178	2024-12-16		both	true
11186	11190	2024-12-17		both	true
11186	11202	2024-12-17		both	true
11186	11212	2024-12-18		both	true
11186	11259	2024-12-19		both	true
11186	11268	2024-12-19		both	true
11186	11319	2024-12-27		both	true
11186	11325	2025-01-02		both	true
11186	11374	2024-12-26	2026-01-02	both	true
11186	11387	2025-01-02		both	true
11186	11405	2025-07-10		both	true
11186	11496	2025-01-02		both	true
11186	11541	2025-01-02		both	true
11186	11566	2025-01-02		both	true
11186	11633	2025-01-22		both	true
11186	11642	2025-01-06		both	true
11186	12792	2025-01-14		both	true
11186	12857	2025-01-28		both	true
11186	12877	2025-06-23		both	true
11186	12981	2025-03-31		both	true
11186	13114	2025-11-05		both	true
11186	13144	2026-01-06		both	true
11187	10969	2025-02-06		both	true
11187	11088	2024-12-12		both	true
11187	11155	2025-01-02		both	true
11187	11178	2024-12-16		both	true
11187	11181	2024-12-17		both	true
11187	11187	2024-12-17		both	true
11187	11190	2024-12-17		both	true
11187	11198	2024-12-17		both	true
11187	11199	2024-12-17		both	true
11187	11212	2024-12-18		both	true
11187	11230	2025-01-15		both	true
11187	11259	2024-12-19		both	true
11187	11266	2024-12-19		both	true
11187	11268	2024-12-19		both	true
11187	11269	2024-12-19		both	true
11187	11297	2024-12-20		both	true
11187	11319	2024-12-27		both	true
11187	11325	2025-01-02		both	true
11187	11331	2024-12-26		both	true
11187	11340	2025-04-18		both	true
11187	11369	2024-12-30		both	true
11187	11374	2024-12-26	2026-01-02	both	true
11187	11405	2025-07-10		both	true
11187	11496	2025-01-02		both	true
11187	11541	2025-01-02		both	true
11187	11565	2025-01-02		both	true
11187	11567	2025-01-02		both	true
11187	11633	2025-01-22		both	true
11187	11709	2025-01-08		both	true
11187	12963	2025-03-14		both	true
11187	12983	2025-04-01		both	true
11187	13049	2025-11-10		both	true
11187	13114	2025-11-05		both	true
11187	13144	2026-01-06		both	true
11187	13190	2026-02-03		both	true
11187	13197	2026-02-03		both	true
11187	13236	2026-05-01		both	true
11188	11088	2024-12-12		both	true
11188	11145	2024-12-13		both	true
11188	11190	2024-12-17		both	true
11188	11199	2024-12-17		both	true
11188	11212	2024-12-17		both	true
11188	11258	2024-12-18		both	true
11188	11264	2025-03-31		both	true
11188	11266	2024-12-19		both	true
11188	11268	2024-12-19		both	true
11188	11269	2024-12-19		both	true
11188	11284	2024-12-20		both	true
11188	11297	2024-12-20		both	true
11188	11319	2024-12-27		both	true
11188	11327	2024-12-23		both	true
11188	11331	2024-12-26		both	true
11188	11405	2025-07-10		both	true
11188	11496	2025-01-02		both	true
11188	11633	2025-01-22		both	true
11188	12963	2025-03-14	2025-03-17	both	true
11188	12965	2025-03-14		both	true
11188	12970	2025-03-17		both	true
11188	12977	2025-03-26	2026-02-16	both	true
11188	13114	2025-11-05		both	true
11191	11107	2024-12-20		both	true
11192	11092	2024-12-20		both	true
11194	10979	2024-12-20	2025-03-06	both	true
11195	10957	2025-01-06		both	true
11196	11110	2024-12-13		both	true
11196	11164	2024-12-23		both	true
11196	11218	2026-01-20		both	true
11196	11311	2024-12-26		both	true
11196	11581	2025-01-07		both	true
11196	11612	2025-01-06		both	true
11196	11637	2025-01-06		both	true
11196	11657	2025-01-07		both	true
11196	11658	2025-01-07		both	true
11196	11664	2025-01-07		both	true
11196	11673	2025-01-10		both	true
11196	11734	2025-01-14		both	true
11196	13048	2025-08-11		both	true
11196	13105	2025-10-31		both	true
11197	11068	2024-12-20		both	true
11199	11115	2024-12-13		both	true
11200	11071	2024-12-11	2025-10-08	both	true
11202	11002	2025-01-07		both	true
11202	11220	2025-01-30		both	true
11202	11337	2025-01-02		both	true
11202	11338	2025-01-02		both	true
11202	11339	2025-01-14		both	true
11202	11341	2025-01-02		both	true
11202	11342	2025-01-06		both	true
11202	11482	2024-12-30		both	true
11202	11581	2025-01-07		both	true
11202	11597	2025-01-07		both	true
11202	11606	2025-01-06		both	true
11202	11657	2025-08-13		both	true
11202	11673	2025-01-10		both	true
11202	11691	2025-01-07		both	true
11202	12817	2025-01-21		both	true
11202	13033	2025-06-17		both	true
11202	13105	2025-10-31		both	true
11202	13150	2026-01-06		both	true
11202	13155	2026-01-13		both	true
11203	11053	2024-12-26		both	true
11203	11072	2025-01-03		both	true
11203	11075	2025-02-24		both	true
11203	11095	2024-12-26		both	true
11203	11100	2024-12-26		both	true
11203	11101	2024-12-26		both	true
11203	11102	2024-12-26		both	true
11203	11103	2025-01-03		both	true
11203	11110	2024-12-13		both	true
11203	11170	2024-12-26		both	true
11203	11171	2025-07-17		both	true
11203	11173	2024-12-26		both	true
11203	11182	2024-12-26		both	true
11203	11183	2024-12-26		both	true
11203	11184	2024-12-26		both	true
11203	11185	2024-12-26		both	true
11203	11250	2025-07-28	2025-07-30	both	true
11203	11507	2025-01-15		both	true
11203	11579	2025-03-12		both	true
11203	11663	2025-02-24		both	true
11203	12946	2025-02-26		both	true
11203	12962	2025-03-19		both	true
11204	11391	2025-01-29		both	true
11208	11078	2024-12-26		both	true
11209	11079	2024-12-30		both	true
11210	11080	2024-12-26		both	true
11212	11599	2025-01-07		both	true
11213	11156	2024-12-16		both	true
11214	11076	2024-12-12		both	true
11216	10954	2025-01-01		both	true
11216	11002	2025-01-07		both	true
11216	11011	2025-01-15		both	true
11216	11013	2025-01-21		both	true
11216	11067	2025-01-07		both	true
11216	11112	2024-12-23		both	true
11216	11138	2024-12-17		both	true
11216	11156	2024-12-16		both	true
11216	11226	2024-12-30		both	true
11216	11334	2024-12-26		both	true
11216	11353	2024-12-26		both	true
11216	11376	2025-01-02		both	true
11216	11406	2024-12-30	2025-06-23	both	true
11216	11452	2024-12-30		both	true
11216	11522	2025-01-02		both	true
11216	11523	2025-01-02		both	true
11216	11524	2025-01-06		both	true
11216	11525	2025-01-02		both	true
11216	11526	2025-01-02		both	true
11216	11527	2025-01-02		both	true
11216	11528	2025-01-02		both	true
11216	11529	2025-01-07		both	true
11216	11530	2025-01-02		both	true
11216	11531	2025-01-02		both	true
11216	11532	2025-01-02		both	true
11216	11533	2025-01-02		both	true
11216	11589	2025-01-03		both	true
11216	11594	2025-01-06		both	true
11216	11633	2025-01-22		both	true
11216	11639	2025-01-07		both	true
11216	11655	2025-01-07		both	true
11216	11683	2025-01-07		both	true
11216	11685	2025-01-07		both	true
11216	11716	2025-01-10		both	true
11217	11107	2024-12-20	2025-09-26	both	true
11220	11090	2024-12-19		both	true
11221	11107	2024-12-20		both	true
11222	11274	2024-12-19	2026-04-01	both	true
11223	11094	2024-12-19		both	true
11224	11074	2025-09-16		both	true
11225	11097	2024-12-16		both	true
11228	11156	2024-12-16		both	true
11229	11456	2024-12-30		both	true
11230	11093	2025-01-21		both	true
11232	10964	2024-12-18		both	true
11233	11108	2024-12-13	2025-03-25	both	true
11234	11036	2024-12-16		both	true
11235	11109	2025-01-02		both	true
11236	11107	2024-12-20		both	true
11237	11110	2024-12-13		both	true
11239	11080	2024-12-26		both	true
11239	11110	2024-12-13		both	true
11239	11164	2024-12-23		both	true
11239	11311	2024-12-26		both	true
11239	11482	2024-12-30		both	true
11239	11581	2025-01-07		both	true
11239	11584	2025-01-10		both	true
11239	11606	2025-01-06		both	true
11239	11612	2025-01-06		both	true
11239	11664	2025-01-07		both	true
11239	11673	2025-01-10		both	true
11239	11676	2025-01-07		both	true
11239	11689	2025-01-07		both	true
11239	11691	2025-01-07		both	true
11239	11692	2025-01-07		both	true
11239	11693	2025-01-07		both	true
11239	11734	2025-01-14		both	true
11239	12795	2025-01-14		both	true
11239	12803	2025-01-15		both	true
11239	12836	2025-01-24		both	true
11239	12882	2025-01-30		both	true
11239	12959	2025-03-11		both	true
11239	13033	2025-06-17		both	true
11239	13048	2025-08-11		both	true
11239	13105	2025-10-31		both	true
11239	13124	2025-11-20		both	true
11239	13150	2026-01-06		both	true
11239	13155	2026-01-13		both	true
11240	11111	2024-12-13		both	true
11241	11111	2024-12-13		both	true
11242	11111	2024-12-13		both	true
11243	11111	2024-12-13		both	true
11244	11683	2025-01-07		both	true
11246	11145	2024-12-13		both	true
11247	11458	2024-12-30		both	true
11248	11580	2025-01-10		both	true
11249	11110	2024-12-23		both	true
11250	11136	2024-12-30		both	true
11251	11137	2024-12-13		both	true
11252	11108	2024-12-13	2025-03-25	both	true
11253	11138	2024-12-17		both	true
11254	11007	2025-01-02		both	true
11255	11313	2024-12-23		both	true
11256	11150	2025-01-27		both	true
11257	11092	2024-12-20		both	true
11257	11136	2024-12-30		both	true
11257	11228	2025-01-06		both	true
11257	11294	2024-12-20		both	true
11257	11296	2024-12-20		both	true
11257	11298	2024-12-20		both	true
11257	11641	2025-01-06		both	true
11257	12934	2025-02-24		both	true
11257	12947	2025-02-27		both	true
11257	13053	2025-08-20		both	true
11257	13096	2025-10-22		both	true
11258	11197	2024-12-17		both	true
11258	12797	2025-01-28	2026-03-06	both	true
11258	12852	2025-01-28	2026-03-06	both	true
11258	12922	2025-02-11		both	true
11259	11092	2024-12-20		both	true
11259	11136	2024-12-30		both	true
11259	11228	2025-01-06		both	true
11259	11294	2024-12-20		both	true
11259	11296	2024-12-20		both	true
11259	11298	2024-12-20		both	true
11259	11641	2025-01-06		both	true
11259	12934	2025-02-24		both	true
11259	12947	2025-02-27		both	true
11259	13053	2025-08-20		both	true
11259	13096	2025-10-22		both	true
11261	11056	2025-01-06		both	true
11261	11559	2025-01-03		both	true
11261	11569	2025-01-23		both	true
11261	11669	2025-01-01		both	true
11262	11157	2024-12-19		both	true
11263	11158	2025-01-02		both	true
11265	11080	2024-12-26		both	true
11265	11164	2024-12-23		both	true
11265	11220	2025-01-30		both	true
11265	11342	2025-01-06		both	true
11265	11356	2025-01-03		both	true
11265	11488	2025-01-02		both	true
11265	11578	2025-01-06		both	true
11265	11581	2025-01-07		both	true
11265	11584	2025-01-10		both	true
11265	11595	2025-01-07		both	true
11265	11596	2025-01-06		both	true
11265	11597	2025-01-07		both	true
11265	11637	2025-01-06		both	true
11265	11676	2025-01-07		both	true
11265	11688	2025-01-08		both	true
11265	11689	2025-01-07		both	true
11265	11692	2025-01-07		both	true
11265	12803	2025-01-15		both	true
11265	12817	2025-01-21		both	true
11265	12836	2025-01-24		both	true
11265	12882	2025-01-30		both	true
11265	12907	2025-02-04		both	true
11265	12959	2025-03-11		both	true
11265	13105	2025-10-31		both	true
11265	13124	2025-11-20		both	true
11266	11164	2024-12-23		both	true
11267	11166	2024-12-20		both	true
11268	11242	2024-12-18		both	true
11269	11064	2025-01-06		both	true
11269	11169	2024-12-30		both	true
11269	11289	2025-02-19		both	true
11269	11319	2024-12-27		both	true
11269	11456	2024-12-30		both	true
11269	11462	2024-12-30		both	true
11269	11467	2024-12-30		both	true
11269	11469	2024-12-30		both	true
11269	11470	2025-01-02		both	true
11269	11472	2024-12-30		both	true
11269	11545	2025-01-02		both	true
11269	11704	2025-01-08		both	true
11269	11754	2025-01-10		both	true
11269	12820	2025-01-22		both	true
11269	12825	2025-01-24		both	true
11269	12879	2025-04-30		both	true
11269	12945	2025-03-04		both	true
11269	13148	2026-01-06		both	true
11270	11166	2024-12-20		both	true
11271	11242	2024-12-18		both	true
11272	11242	2024-12-18		both	true
11273	11028	2025-01-10		both	true
11273	11107	2024-12-20		both	true
11273	11113	2024-12-20		both	true
11273	11114	2024-12-20		both	true
11273	11116	2024-12-30		both	true
11273	11117	2024-12-30		both	true
11273	11119	2024-12-20		both	true
11273	11120	2024-12-20		both	true
11273	11121	2024-12-30		both	true
11273	11122	2024-12-30		both	true
11273	11123	2024-12-20		both	true
11273	11124	2024-12-30		both	true
11273	11125	2024-12-30		both	true
11273	11126	2025-05-06		both	true
11273	11127	2024-12-20		both	true
11273	11128	2024-12-20		both	true
11273	11129	2024-12-20		both	true
11273	11130	2025-01-10		both	true
11273	11131	2024-12-20	2026-02-10	both	true
11273	11132	2024-12-20		both	true
11273	11133	2025-01-08		both	true
11273	11134	2025-01-08		both	true
11273	11135	2025-01-14		both	true
11273	11361	2025-01-08		both	true
11273	11427	2025-01-21		both	true
11273	11558	2025-01-08		both	true
11273	11561	2025-01-08		both	true
11273	11572	2025-01-08		both	true
11273	12820	2025-09-22		both	true
11273	12848	2025-01-28		both	true
11273	12994	2025-04-30		both	true
11273	13012	2025-05-22		both	true
11273	13037	2025-07-01		both	true
11273	13070	2025-09-23		both	true
11273	13119	2025-11-12		both	true
11273	13204	2026-02-04	2026-02-05	both	true
11276	11188	2024-12-23	2025-02-12	both	true
11277	11175	2024-12-19		both	true
11279	11189	2024-12-17	2025-07-16	both	true
11281	11107	2024-12-20		both	true
11282	11192	2025-01-06		both	true
11283	11223	2024-12-18		both	true
11285	11194	2024-12-17		both	true
11286	11194	2024-12-17		both	true
11287	11219	2024-12-18		both	true
11288	11219	2024-12-18		both	true
11289	11219	2024-12-18		both	true
11290	10936	2025-01-02		both	true
11290	11045	2025-01-07		both	true
11290	11200	2024-12-17		both	true
11290	11201	2024-12-17		both	true
11290	11204	2024-12-17		both	true
11290	11205	2024-12-18		both	true
11290	11206	2024-12-17		both	true
11290	11207	2024-12-17		both	true
11290	11209	2024-12-17		both	true
11290	11225	2025-01-02		both	true
11290	11309	2024-12-20		both	true
11290	11431	2024-12-30		both	true
11290	11480	2025-01-02		both	true
11290	11493	2025-01-16		both	true
11291	11208	2024-12-17		both	true
11292	11458	2024-12-30		both	true
11292	11599	2025-06-17		both	true
11292	11622	2025-01-14		both	true
11292	11677	2025-01-07		both	true
11292	11700	2025-01-08		both	true
11292	11710	2025-01-14		both	true
11292	11712	2025-01-08		both	true
11292	11713	2025-01-08		both	true
11292	11726	2025-01-09		both	true
11292	11727	2025-01-09		both	true
11292	11728	2025-01-09		both	true
11292	11735	2025-01-10		both	true
11292	11736	2025-01-10		both	true
11292	11740	2025-01-10		both	true
11292	12856	2025-01-28		both	true
11292	12975	2025-03-20		both	true
11292	13025	2025-06-05		both	true
11292	13067	2025-09-04		both	true
11292	13084	2025-10-09		both	true
11292	13085	2025-10-23		both	true
11292	13101	2025-10-23		both	true
11292	13147	2026-01-06		both	true
11293	11018	2024-12-17		both	true
11294	11211	2024-12-30		both	true
11295	11654	2025-01-13		both	true
11296	11186	2025-02-04		both	true
11297	11654	2025-01-13		both	true
11298	11213	2024-12-18		both	true
11299	11132	2024-12-20		both	true
11300	11220	2025-02-04		both	true
11301	11222	2025-01-21		both	true
11302	11224	2024-12-18		both	true
11303	11227	2024-12-18	2025-05-05	both	true
11306	11230	2025-01-15		both	true
11307	11764	2025-01-13		both	true
11308	11064	2025-01-06		both	true
11308	11169	2024-12-30		both	true
11308	11289	2025-02-19		both	true
11308	11319	2024-12-27		both	true
11308	11456	2024-12-30		both	true
11308	11462	2024-12-30		both	true
11308	11467	2024-12-30		both	true
11308	11469	2024-12-30		both	true
11308	11470	2025-01-02		both	true
11308	11472	2024-12-30		both	true
11308	11545	2025-01-02		both	true
11308	11704	2025-01-08		both	true
11308	11754	2025-01-10		both	true
11308	12820	2025-01-22		both	true
11308	12825	2025-01-24		both	true
11308	12879	2025-04-30		both	true
11308	12945	2025-03-04		both	true
11308	13148	2026-01-06		both	true
11309	11390	2024-12-30	2025-09-08	both	true
11309	11391	2025-01-08		both	true
11309	11392	2025-01-10		both	true
11309	11397	2025-01-06		both	true
11309	11399	2025-01-06		both	true
11309	11400	2024-12-30		both	true
11309	11401	2025-01-06		both	true
11309	11402	2025-01-06		both	true
11309	12867	2025-03-10		both	true
11310	11246	2024-12-18		both	true
11311	11080	2025-01-27	2025-10-24	both	true
11311	11164	2025-01-08	2025-08-28	both	true
11311	11311	2025-02-19	2025-07-15	both	true
11311	11337	2025-01-02	2025-07-31	both	true
11311	11338	2025-01-02	2025-07-31	both	true
11311	11578	2025-03-26	2025-10-24	both	true
11311	11584	2025-01-10		both	true
11311	11596	2025-01-06	2025-10-23	both	true
11311	11612	2025-01-06	2025-07-08	both	true
11311	11657	2025-01-07	2025-07-07	both	true
11311	11658	2025-01-07	2025-07-07	both	true
11311	11688	2025-01-08	2025-09-15	both	true
11311	11693	2025-01-07	2025-08-15	both	true
11311	12795	2025-01-14	2025-08-15	both	true
11311	12907	2025-02-04	2025-09-15	both	true
11311	12959	2025-03-11	2025-09-15	both	true
11313	11265	2024-12-20		both	true
11314	11036	2024-12-30		both	true
11314	11214	2025-01-02		both	true
11314	11233	2025-01-15		both	true
11314	11240	2025-01-15		both	true
11314	11314	2025-07-22		both	true
11314	11434	2025-01-03		both	true
11314	11542	2025-01-02		both	true
11314	11583	2025-01-03		both	true
11314	11585	2025-01-03		both	true
11314	11611	2025-01-06		both	true
11314	11670	2025-01-23		both	true
11314	11733	2025-01-09		both	true
11314	12783	2025-01-14		both	true
11314	12830	2025-05-28		both	true
11314	12902	2025-02-03		both	true
11314	12903	2025-02-03		both	true
11314	13030	2025-06-13		both	true
11314	13062	2025-09-02		both	true
11314	13238	2026-05-11		both	true
11315	11253	2024-12-18		both	true
11316	11271	2024-12-19	2026-01-27	both	true
11317	11107	2024-12-20		both	true
11317	11313	2024-12-23		both	true
11319	11092	2024-12-20	2026-02-11	both	true
11319	11100	2025-01-22		both	true
11319	11279	2025-01-06		both	true
11319	11280	2025-01-03		both	true
11319	11281	2025-01-03		both	true
11319	11307	2024-12-20		both	true
11319	11326	2025-01-02		both	true
11319	11366	2025-01-15		both	true
11319	11642	2025-01-06		both	true
11319	11731	2025-01-09		both	true
11319	12831	2025-01-23		both	true
11320	11090	2024-12-19		both	true
11321	11219	2024-12-18		both	true
11323	11260	2024-12-18	2025-05-19	both	true
11324	11158	2025-01-02	2025-07-14	both	true
11326	11261	2024-12-19		both	true
11327	11265	2025-01-13	2026-05-05	both	true
11327	11295	2026-05-07		both	true
11328	11270	2025-01-03		both	true
11329	11270	2025-01-03	2025-06-30	both	true
11330	11175	2024-12-19	2026-05-11	both	true
11331	11165	2024-12-16	2026-02-02	both	true
11332	11275	2024-12-23		both	true
11334	11157	2024-12-19		both	true
11335	11090	2024-12-19		both	true
11336	11157	2024-12-19		both	true
11337	11277	2024-12-20		both	true
11338	11277	2024-12-20		both	true
11340	11277	2024-12-20		both	true
11341	11221	2024-12-20		both	true
11343	11288	2024-12-20		both	true
11344	11221	2024-12-20		both	true
11345	11289	2024-12-20		both	true
11346	11290	2024-12-20		both	true
11347	11291	2024-12-20		both	true
11348	11218	2024-12-20		both	true
11349	11295	2024-12-20		both	true
11350	11289	2024-12-20		both	true
11352	11229	2025-01-02		both	true
11352	11544	2025-01-02		both	true
11352	11551	2025-01-02		both	true
11352	11552	2025-01-02		both	true
11352	11553	2025-01-02		both	true
11352	11554	2025-01-02		both	true
11352	11555	2025-01-02		both	true
11352	11556	2025-01-02		both	true
11352	11557	2025-01-02		both	true
11352	12917	2025-09-15		both	true
11353	11229	2025-01-02		both	true
11354	11267	2025-01-10		both	true
11355	11416	2024-12-27		both	true
11356	11290	2024-12-20		both	true
11357	11366	2025-01-15		both	true
11357	13118	2025-11-10		both	true
11358	11299	2025-01-02		both	true
11359	11306	2024-12-20		both	true
11360	11305	2024-12-20		both	true
11361	11308	2024-12-20	2025-05-30	both	true
11362	11310	2024-12-20		both	true
11363	11310	2024-12-20		both	true
11364	11528	2025-01-02		both	true
11365	11311	2024-12-26	2026-03-06	both	true
11366	11312	2024-12-23		both	true
11367	11314	2024-12-23		both	true
11368	11313	2024-12-23		both	true
11369	11314	2025-01-06		both	true
11370	11188	2024-12-23	2025-10-14	both	true
11371	11316	2024-12-23		both	true
11372	11317	2024-12-23		both	true
11373	11317	2024-12-23		both	true
11374	11317	2024-12-23		both	true
11375	11317	2024-12-23		both	true
11377	11030	2024-12-23		both	true
11377	11322	2025-01-15		both	true
11377	11323	2024-12-23		both	true
11377	12813	2025-01-21		both	true
11377	12977	2026-02-16		both	true
11377	13088	2025-10-09		both	true
11377	13095	2025-10-17		both	true
11378	11319	2024-12-27		both	true
11379	10978	2025-08-01		both	true
11379	11324	2025-08-01		both	true
11379	11325	2024-12-23	2025-04-01	both	true
11379	11330	2025-08-20		both	true
11379	11730	2025-08-01		both	true
11379	11756	2025-07-31		both	true
11379	11762	2025-08-01		both	true
11379	12784	2025-08-11		both	true
11379	12805	2026-01-06		both	true
11379	13001	2025-05-09	2025-08-13	both	true
11379	13034	2025-08-11		both	true
11379	13118	2025-11-10		both	true
11379	13131	2025-12-15		both	true
11379	13138	2025-12-22		both	true
11380	11326	2025-01-02	2025-12-23	both	true
11381	11326	2025-01-02		both	true
11382	11328	2024-12-23		both	true
11383	11221	2024-12-26		both	true
11384	11329	2024-12-26	2025-10-22	both	true
11385	11329	2024-12-26	2025-12-24	both	true
11386	11331	2024-12-26	2026-02-11	both	true
11387	11332	2024-12-26	2025-12-10	both	true
11388	11319	2024-12-27		both	true
11389	11334	2024-12-26	2025-12-01	both	true
11390	11333	2024-12-26		both	true
11391	11334	2024-12-26		both	true
11392	11334	2024-12-26		both	true
11393	11334	2024-12-26		both	true
11394	11407	2024-12-27	2025-07-14	both	true
11395	11407	2024-12-27		both	true
