scan_page	row	x	y	w	h	conf	text
163	_header	2438	726	33	31	66	2
163	_header	2763	723	21	43	41	p
163	_header	3030	716	30	44	87	£
163	_header	239	870	34	34	20	2
163	_header	575	873	68	68	13	23
163	_header	741	872	69	80	69	<3
163	_header	913	882	63	52	55	Fe
163	_header	1081	837	109	97	54	rok
163	_header	1740	842	35	95	0	g
163	_header	2010	872	30	60	0	€
163	_header	2163	885	70	39	82	#2
163	_header	2288	884	75	48	28	&¢
163	_header	2439	837	75	100	47	it
163	_header	2610	850	29	43	68	3
163	_header	2756	905	28	17	28	«
163	_header	2902	851	27	77	41	&§
163	_header	3033	873	75	57	65	as
163	_header	574	939	112	82	61	rey
163	_header	740	938	112	82	21	#52
163	_header	904	922	73	82	4	22
163	_header	1072	920	113	83	0	7
163	_header	1749	938	28	48	0	P
163	_header	2014	943	26	60	56	3
163	_header	2162	923	195	86	18	Gap
163	_header	2438	926	76	66	35	Gb
163	_header	2618	893	166	117	50	bot
163	_header	2899	929	30	48	53	a
163	_header	3032	923	71	76	14	#
163	_header	1196	989	35	31	38	a]
163	_header	1743	983	33	31	37	yy
163	_header	3083	977	19	12	56	=
163	_header	576	988	115	88	0	$2
163	_header	741	987	118	88	38	232
163	_header	906	999	113	75	22	S94
163	_header	1075	998	151	76	56	2543
163	_header	1464	1014	28	35	77	3
163	_header	1742	1016	30	35	50	3
163	_header	2010	1003	33	35	0	#
163	_header	2163	986	194	81	57	2,2:
163	_header	2447	981	68	88	72	is
163	_header	2610	1011	29	43	92	§
163	_header	2754	1008	29	21	56	2
163	_header	2902	978	33	72	12	¢&
163	_header	3031	990	72	59	70	3
163	_header	241	1110	33	55	45	3
163	_header	314	1111	190	50	94	Jurisdiction
163	_header	624	1109	63	50	22	ae)
163	_header	792	1123	61	25	51	20
163	_header	949	1119	70	28	88	ZO
163	_header	1075	1106	152	41	76	FEOF
163	_header	1283	1117	28	28	89	O
163	_header	1468	1107	27	34	73	3
163	_header	1745	1111	28	33	95	3
163	_header	2013	1126	27	16	56	Z
163	_header	2287	1106	70	34	68	ZO
163	_header	2440	1121	28	21	19	¢G¢
163	_header	2611	1105	28	36	0	£
163	_header	2752	1100	34	50	50	rs)
163	_header	2902	1102	28	35	74	2
163	_header	3033	1116	28	21	46	o
163	_header	3198	1097	34	50	52	rs)
163	_header	310	1134	341	47	20	lta
163	_header	314	1159	2984	18	2	Oe
163	Alabama	241	1178	34	31	17	4
163	Alabama	242	1209	32	56	26	3
163	Alabama	315	1225	145	45	95	Alabama
163	Alabama	630	1231	13	12	85	*
163	Alabama	779	1230	13	13	83	*
163	Alabama	945	1243	30	5	49	_
163	Alabama	1294	1241	29	5	92	—
163	Alabama	1359	1224	138	36	95	Monthly
163	Alabama	1510	1224	105	35	91	during
163	Alabama	1670	1222	139	35	91	Monthly
163	Alabama	1822	1221	105	36	96	during
163	Alabama	2016	1237	29	4	28	—
163	Alabama	2172	1222	13	13	48	*
163	Alabama	2321	1221	13	13	80	*
163	Alabama	2462	1234	29	5	35	_
163	Alabama	2612	1234	29	4	37	—
163	Alabama	2768	1219	13	13	90	*
163	Alabama	2910	1232	29	5	55	_
163	Alabama	3059	1231	29	5	25	—
163	Alabama	3208	1231	29	4	28	—
163	Alabama	243	1265	23	46	73	g
163	Alabama	1361	1266	165	36	95	legislative
163	Alabama	1538	1267	114	28	96	session
163	Alabama	1672	1263	165	37	96	legislative
163	Alabama	1849	1265	114	28	96	session
163	Alaska	242	1325	33	52	32	5
163	Alaska	315	1350	108	45	96	Alaska
163	Alaska	631	1356	12	12	83	*
163	Alaska	772	1369	29	4	9	—
163	Alaska	955	1354	12	13	45	,
163	Alaska	1142	1347	33	45	20	—-
163	Alaska	1295	1366	29	5	92	—
163	Alaska	1360	1349	138	36	95	Monthly
163	Alaska	1511	1349	105	36	85	during
163	Alaska	1671	1346	158	38	85	Quarterly
163	Alaska	2016	1362	29	4	37	—
163	Alaska	2173	1348	12	12	65	*
163	Alaska	2322	1346	13	13	53	*
163	Alaska	2471	1346	12	12	84	*
163	Alaska	2621	1345	12	12	82	*
163	Alaska	2770	1345	12	12	84	*
163	Alaska	2919	1344	12	12	81	*
163	Alaska	3060	1357	29	4	38	—
163	Alaska	3209	1356	29	4	42	—
163	Alaska	243	1373	23	58	63	|
163	Alaska	1362	1391	164	36	93	legislative
163	Alaska	1539	1400	57	20	92	ses-
163	Alaska	243	1445	32	14	90	~
163	Alaska	1360	1435	74	32	96	sion;
163	Alaska	1448	1432	148	36	96	quarterly
163	Arkansas	243	1471	33	83	62	2
163	Arkansas	1360	1469	162	45	96	thereafter
163	Arkansas	315	1558	147	43	96	Arkansas
163	Arkansas	624	1578	29	4	26	—
163	Arkansas	774	1577	28	4	10	—
163	Arkansas	948	1575	30	4	76	_
163	Arkansas	1155	1561	13	12	75	*
163	Arkansas	1296	1574	29	5	90	—
163	Arkansas	1361	1557	165	37	93	Quarterly;
163	Arkansas	1541	1556	116	30	92	month-
163	Arkansas	1673	1556	66	28	84	N.A.
163	Arkansas	2017	1569	29	4	28	-
163	Arkansas	2174	1555	13	12	78	*
163	Arkansas	2323	1554	13	12	63	.
163	Arkansas	2472	1553	13	12	86	*
163	Arkansas	2622	1553	12	12	72	*
163	Arkansas	2771	1552	13	12	76	.
163	Arkansas	2908	1544	33	43	8	—-
163	Arkansas	3061	1563	29	5	22	_
163	Arkansas	3211	1563	28	4	24	—
163	California	243	1568	33	157	64	i
163	Arkansas	1363	1597	26	36	96	ly
163	Arkansas	1402	1597	105	36	96	during
163	Arkansas	1520	1599	114	27	96	session
163	California	316	1682	163	46	95	California
163	California	632	1688	13	12	88	*
163	California	774	1700	29	5	21	-
163	California	957	1686	13	12	67	*
163	California	1156	1684	13	13	70	*
163	California	1362	1677	157	45	96	Quarterly
163	California	1672	1675	159	45	96	Quarterly
163	California	2026	1681	12	12	55	*
163	California	2175	1680	12	12	87	*
163	California	2323	1679	14	12	59	.
163	California	2473	1678	12	13	45	*
163	California	2622	1678	13	12	78	*
163	California	2764	1690	29	5	47	_
163	California	2912	1690	30	4	30	—
163	California	3061	1689	30	5	63	-
163	California	3211	1689	29	4	27	—
163	Connecticut	243	1737	23	26	0	.-]
163	Connecticut	243	1763	34	60	51	e
163	Connecticut	317	1766	201	44	95	Connecticut
163	Connecticut	619	1771	40	32	96	(a)
163	Connecticut	775	1784	29	4	21	—
163	Connecticut	949	1783	30	4	13	—
163	Connecticut	1144	1767	39	32	96	(a)
163	Connecticut	1362	1764	139	36	96	Monthly
163	Connecticut	1513	1765	105	35	90	during
163	Connecticut	1673	1762	139	36	90	Monthly
163	Connecticut	1825	1762	105	35	96	during
163	Connecticut	2019	1777	28	4	0	—
163	Connecticut	2167	1776	29	4	49	-
163	Connecticut	2317	1776	28	4	32	-
163	Connecticut	2473	1761	13	13	84	*
163	Connecticut	2623	1761	13	12	60	*
163	Connecticut	2772	1759	13	13	80	*
163	Connecticut	2921	1759	13	12	72	*
163	Connecticut	3058	1751	33	44	21	—_
163	Connecticut	3211	1772	29	4	34	-
163	Connecticut	243	1823	30	44	36	5
163	Connecticut	1364	1805	165	36	93	legislative
163	Connecticut	1541	1814	58	21	93	ses-
163	Connecticut	1675	1804	165	36	93	legislative
163	Connecticut	1853	1813	57	20	93	ses-
163	Florida	243	1867	30	40	0	t
163	Connecticut	1363	1849	73	32	96	sion;
163	Connecticut	1450	1846	149	37	85	quarterly
163	Connecticut	1631	1841	31	46	24	—
163	Connecticut	1673	1849	74	31	73	sion;
163	Connecticut	1761	1845	150	37	96	quarterly
163	Florida	244	1920	33	34	75	®
163	Florida	318	1937	115	30	70	Florida
163	Florida	445	1937	41	35	92	(b)
163	Florida	1293	1933	39	32	0	(c)
163	Florida	1365	1930	131	31	96	Biennial
163	Florida	1676	1929	132	30	94	Biennial
163	Hawaii	319	2014	111	44	96	Hawaii
163	Hawaii	1298	2030	30	5	87	—
163	Hawaii	1364	2012	224	36	88	Semiannually
163	Hawaii	1675	2007	224	44	92	Semiannually
163	Idaho	319	2098	98	45	66	Idaho
163	Idaho	1293	2097	41	34	91	(d)
163	Idaho	1364	2096	138	36	96	Monthly
163	Idaho	1515	2096	106	36	76	during
163	Idaho	1673	2111	30	5	76	—
163	Idaho	244	2134	30	65	37	3
163	Idaho	1364	2141	114	28	96	session
163	Idaho	1492	2138	59	30	93	and
163	Idaho	1565	2147	49	20	92	an-
163	Idaho	1365	2180	101	36	92	nually
163	Indiana	246	2244	31	17	9	-_
163	Indiana	245	2264	32	51	49	8
163	Indiana	319	2265	123	45	96	Indiana
163	Indiana	1295	2266	38	32	81	(e)
163	Indiana	1365	2263	223	36	91	Semiannually
163	Indiana	1676	2257	224	46	91	Semiannually
164	_header	6	598	94	276	9	3]B00*)
164	_header	230	875	31	96	0	OG6I
164	_header	229	751	32	106	64	"YOO"""
164	_header	228	646	31	91	0	251G
164	_header	226	475	35	159	69	TADOD
164	_header	228	361	31	71	62	PST
164	_header	1611	306	104	28	96	TABLE
164	_header	1729	305	37	27	96	29
164	_header	1778	299	186	38	96	(continued)
164	_header	1438	351	191	29	95	LOBBYISTS:
164	_header	1643	349	204	29	95	REPORTING
164	_header	1863	346	276	36	96	REQUIREMENTS
164	_header	1604	393	51	33	95	(As
164	_header	1666	390	33	30	96	of
164	_header	1710	392	127	33	96	January
164	_header	1850	391	25	31	96	1,
164	_header	1887	389	86	33	95	1990)
164	_header	846	563	147	36	96	Required
164	_header	1006	565	36	27	96	To
164	_header	1570	559	109	33	96	Report
164	_header	1693	558	170	32	95	Frequency
164	_header	2513	545	185	30	96	Disclosures
164	_header	2711	542	146	37	96	Required
164	_header	850	606	59	29	96	File
164	_header	922	607	118	33	96	Report:
164	_header	1571	598	225	35	96	Requirements
164	_header	1808	596	55	29	96	for:
164	_header	2523	589	30	28	95	in
164	_header	2567	587	135	35	96	Lobbyist
164	_header	2715	588	132	33	96	Reports:
164	_header	773	777	26	12	1	-
164	_header	938	743	26	47	69	¢
164	_header	1105	740	26	47	81	¢
164	_header	2154	739	19	39	19	;
164	_header	2430	746	20	17	50	5
164	_header	565	814	26	29	0	u
164	_header	732	789	67	51	37	ce
164	_header	903	790	62	39	77	2%
164	_header	1061	787	71	49	82	2%
164	_header	2146	779	28	39	0	¢
164	_header	2421	765	30	66	0	Z
164	_header	566	841	66	51	49	sz
164	_header	733	839	67	50	52	2
164	_header	903	832	63	45	50	32
164	_header	1070	829	63	46	77	38
164	_header	1997	842	34	35	8	e
164	_header	2147	819	27	23	21	3
164	_header	2271	830	27	38	33	€
164	_header	2425	834	26	19	36	8
164	_header	2593	789	30	63	53	3
164	_header	2743	831	20	42	68	2
164	_header	573	872	60	41	53	oa
164	_header	740	870	61	40	44	oa
164	_header	894	873	71	35	52	Bs
164	_header	1062	864	112	48	59	336
164	_header	1997	860	33	49	46	=}
164	_header	2146	853	29	43	20	£
164	_header	2425	854	32	10	61	3
164	_header	2603	854	20	53	26	8
164	_header	565	901	68	38	0	S?
164	_header	732	898	69	38	5	SB
164	_header	897	909	70	29	76	33
164	_header	1064	906	110	34	59	236
164	_header	1999	898	27	33	54	4
164	_header	2149	898	26	29	11	=
164	_header	2270	879	35	47	23	£
164	_header	2422	875	78	56	2	gz.
164	_header	2596	907	27	20	83	&
164	_header	2736	876	28	40	60	2
164	_header	564	940	71	51	29	Ss
164	_header	731	938	71	50	29	ge
164	_header	896	938	72	49	27	28
164	_header	1063	935	112	54	24	2%
164	_header	1999	945	28	26	74	z
164	_header	2149	927	68	57	52	38
164	_header	2269	898	78	66	0	2
164	_header	2424	930	76	36	33	=
164	_header	2604	939	19	18	63	¢
164	_header	2735	918	29	38	20	#?
164	_header	568	976	67	48	63	gs
164	_header	735	973	68	48	52	€3
164	_header	907	989	62	29	27	6
164	_header	1115	987	67	41	13	Ss
164	_header	1997	974	30	28	27	Ss
164	_header	2147	967	70	37	6	=2§
164	_header	2279	961	62	37	83	#2
164	_header	2433	957	21	35	42	38
164	_header	2595	959	29	42	36	2
164	_header	567	1021	68	27	66	$s
164	_header	734	1018	69	27	66	325
164	_header	898	1010	70	41	14	Fo
164	_header	1066	997	110	51	48	Fee
164	_header	1736	1002	35	45	32	3
164	_header	2001	1005	27	37	56	2
164	_header	2156	1005	62	29	83	E2
164	_header	2272	994	76	48	84	se
164	_header	2426	994	28	49	46	¢&
164	_header	2604	1002	20	48	0	%
164	_header	2739	996	26	33	36	“i
164	_header	567	1049	111	57	62	BSE
164	_header	734	1046	112	58	76	FOE
164	_header	898	1048	72	71	21	$3
164	_header	1066	1045	111	51	66	23%
164	_header	1746	1049	26	48	0	e
164	_header	2003	1054	25	29	19	2
164	_header	2146	1034	71	68	0	2
164	_header	2280	1045	62	48	14	s¢
164	_header	2426	1032	76	55	53	82
164	_header	2604	1052	26	37	39	g
164	_header	2737	1041	29	31	24	3
164	_header	576	1106	103	50	18	a2g
164	_header	743	1104	104	49	35	Bea
164	_header	908	1096	105	48	75	Ee.
164	_header	1075	1088	144	53	10	e252
164	_header	1465	1124	25	11	39	=
164	_header	1739	1083	32	61	58	“i
164	_header	2003	1083	26	30	74	=
164	_header	2192	1089	26	30	66	£
164	_header	2274	1085	68	42	60	3°
164	_header	2470	1082	26	16	61	“
164	_header	2604	1091	20	27	0	z
164	_header	2739	1082	28	40	73	3
164	_header	569	1143	68	29	6	rs
164	_header	736	1140	69	29	0	rs
164	_header	901	1143	112	27	8	aye
164	_header	1148	1140	30	28	32	oe
164	_header	1471	1136	20	23	5	3
164	_header	1741	1127	26	25	0	z
164	_header	2000	1114	32	34	0	&
164	_header	2149	1103	28	43	49	=
164	_header	2199	1130	26	37	30	2
164	_header	2272	1115	71	23	67	33
164	_header	2469	1104	36	53	8	F)
164	_header	2605	1120	20	20	0	o
164	_header	2748	1115	19	21	83	=
164	_header	610	1157	75	38	74	SS
164	_header	778	1155	75	37	33	G58
164	_header	951	1154	62	44	33	SBS
164	_header	1118	1137	101	82	30	Fes
164	_header	1284	1167	21	30	69	5
164	_header	1463	1161	34	35	50	=
164	_header	1738	1154	35	45	64	=
164	_header	2009	1150	21	29	76	s
164	_header	2148	1146	71	31	41	sf
164	_header	2271	1138	72	47	36	$3
164	_header	2479	1157	19	18	23	-
164	_header	2597	1141	28	21	29	9
164	_header	2748	1138	27	55	44	A
164	_header	568	1178	112	70	21	fe@
164	_header	735	1176	113	69	45	feb
164	_header	900	1173	113	70	36	G32
164	_header	1068	1171	152	70	19	feeb
164	_header	1292	1198	13	31	12	£
164	_header	1463	1198	29	19	57	3
164	_header	1738	1201	28	19	81	2
164	_header	2010	1180	21	18	0	s
164	_header	2149	1174	70	23	81	$3
164	_header	2280	1177	63	43	90	22
164	_header	2437	1176	62	50	76	FR
164	_header	2595	1174	30	40	0	g
164	_header	2743	1193	26	29	48	3
164	_header	307	1243	189	36	45	jurisdiction
164	_header	571	1243	109	26	68	FEO
164	_header	737	1241	111	25	27	FEO
164	_header	903	1235	111	29	9	FTO
164	_header	1070	1233	151	29	9	FITOR
164	_header	1278	1231	27	27	89	O
164	_header	1465	1218	27	33	92	3
164	_header	1741	1221	27	33	69	8
164	_header	2001	1199	30	53	39	2
164	_header	2151	1197	69	53	63	33
164	_header	2273	1216	70	33	64	uo
164	_header	2430	1222	69	26	18	JA
164	_header	2597	1214	28	34	0	e
164	_header	2738	1209	36	47	55	re)
164	_header	311	1356	75	27	73	fowa
164	_header	615	1366	29	3	0	-
164	_header	764	1363	29	5	69	-
164	_header	1137	1360	29	4	67	-
164	_header	1284	1342	34	33	38	(f)
164	_header	1352	1340	138	35	95	Monthly
164	_header	1662	1354	29	4	51	-
164	_header	2008	1350	29	4	22	-
164	_header	2313	1333	13	12	87	*
164	_header	2455	1345	29	4	12	-
164	_header	2604	1343	29	5	49	_
164	_header	2753	1342	29	4	44	_
164	Kansas	311	1431	109	43	96	Kansas
164	Kansas	615	1447	30	4	19	-
164	Kansas	766	1445	28	5	35	_
164	Kansas	939	1443	29	5	33	_
164	Kansas	1145	1428	14	12	61	*
164	Kansas	1288	1440	29	4	92	—
164	Kansas	1353	1422	138	35	96	Monthly
164	Kansas	1506	1421	20	29	93	if
164	Kansas	1541	1421	88	29	91	limits
164	Kansas	1663	1436	29	4	91	—
164	Kansas	2009	1432	29	4	39	_
164	Kansas	2158	1430	28	5	50	_
164	Kansas	2314	1415	13	12	89	*
164	Kansas	2456	1427	29	4	18	—
164	Kansas	2762	1410	12	12	64	*
164	Kansas	1354	1474	50	20	96	are
164	Kansas	1416	1462	152	31	95	exceeded
164	Louisiana	310	1554	155	46	96	Louisiana
164	Louisiana	625	1559	12	13	68	*
164	Louisiana	767	1571	28	4	15	—
164	Louisiana	941	1569	28	4	10	—
164	Louisiana	1139	1567	29	4	42	_
164	Louisiana	1289	1564	93	6	60	--
164	Louisiana	1664	1561	29	4	38	_
164	Louisiana	2010	1557	29	5	47	_
164	Louisiana	2159	1556	29	4	36	_
164	Louisiana	2308	1554	29	4	18	—
164	Louisiana	2457	1552	30	5	20	-
164	Louisiana	2607	1551	28	4	35	-
164	Louisiana	2755	1549	29	4	30	_
164	Maine	312	1639	102	44	96	Maine
164	Maine	625	1642	13	12	77	*
164	Maine	767	1654	29	4	34	—
164	Maine	941	1652	29	4	55	-
164	Maine	1140	1650	29	4	27	—
164	Maine	1290	1648	29	5	73	—
164	Maine	1355	1630	138	36	92	Monthly
164	Maine	1506	1630	105	35	85	during
164	Maine	1666	1627	148	35	74	Annually
164	Maine	2011	1640	29	5	21	—
164	Maine	2167	1626	13	12	66	*
164	Maine	2317	1624	13	11	53	*
164	Maine	2466	1622	13	12	87	*
164	Maine	2615	1620	12	13	73	*
164	Maine	2756	1632	29	5	54	_
164	Maine	1357	1672	165	36	96	legislative
164	Maine	1534	1672	114	27	96	session
164	Maine	1356	1716	22	27	93	&
164	Maine	1393	1712	142	36	95	annually
164	Maryland	314	1803	156	45	96	Maryland
164	Maryland	627	1808	13	12	14	*
164	Maryland	769	1820	29	4	26	—
164	Maryland	951	1804	13	13	81	*
164	Maryland	1150	1802	13	13	83	*
164	Maryland	1286	1798	40	34	88	(k)
164	Maryland	1358	1795	223	36	89	Semiannually
164	Maryland	1668	1789	223	44	91	Semiannually
164	Maryland	1983	1786	89	44	92	Semi-
164	Maryland	2169	1792	13	12	83	*
164	Maryland	2319	1791	12	12	89	*
164	Maryland	2468	1789	13	12	85	*
164	Maryland	2617	1787	12	12	91	*
164	Maryland	2766	1785	13	12	78	*
164	Maryland	1957	1831	142	36	96	annually
164	Massachusetts	315	1927	236	45	95	Massachusetts
164	Massachusetts	629	1931	12	13	62	*
164	Massachusetts	771	1944	29	4	31	—
164	Massachusetts	952	1928	13	13	64	*
164	Massachusetts	1143	1940	29	4	35	-
164	Massachusetts	1301	1924	12	13	57	*
164	Massachusetts	1359	1919	223	36	57	Semiannually
164	Massachusetts	1669	1912	224	45	44	Semiannually
164	Massachusetts	2014	1931	29	5	68	-
164	Massachusetts	2171	1915	12	13	77	*
164	Massachusetts	2321	1914	12	12	89	*
164	Massachusetts	2469	1912	13	13	90	*
164	Massachusetts	2618	1910	13	13	89	*
164	Massachusetts	2767	1909	13	12	85	*
164	Michigan	316	2011	153	45	96	Michigan
164	Michigan	630	2015	12	13	12	.
164	Michigan	772	2028	28	4	32	—
164	Michigan	954	2012	12	13	52	*
164	Michigan	1152	2010	12	13	91	*
164	Michigan	1294	2022	29	5	81	—
164	Michigan	1360	2003	223	36	81	Semiannually
164	Michigan	1670	1996	223	46	92	Semiannually
164	Michigan	2015	2015	28	4	31	_
164	Michigan	2164	2014	28	4	25	-
164	Michigan	2321	1998	13	13	74	*
164	Michigan	2463	2010	28	4	13	—
164	Michigan	2612	2008	28	4	15	_
164	Michigan	2755	1990	39	34	92	(k)
164	Minnesota	317	2095	170	45	96	Minnesota
164	Minnesota	631	2099	12	12	71	*
164	Minnesota	780	2097	13	12	63	*
164	Minnesota	946	2109	29	4	20	-
164	Minnesota	1153	2094	12	12	30	,
164	Minnesota	1283	2091	51	32	91	(m)
164	Minnesota	1359	2087	158	38	96	Quarterly
164	Minnesota	1531	2086	59	31	96	and
164	Minnesota	1669	2102	29	4	42	-
164	Minnesota	2015	2098	30	5	43	_
164	Minnesota	2173	2083	12	13	77	*
164	Minnesota	2322	2082	12	12	36	*
164	Minnesota	2463	2093	29	5	53	-
164	Minnesota	2612	2092	29	4	23	—
164	Minnesota	2769	2077	12	12	77	*
164	Minnesota	1361	2129	142	36	93	annually
164	Minnesota	1514	2130	41	33	62	(n)
164	Mississippi	318	2218	175	45	89	Mississippi
164	Mississippi	633	2223	12	12	13	*
164	Mississippi	774	2235	29	4	47	-
164	Mississippi	956	2219	12	12	43	*
164	Mississippi	1147	2231	28	4	16	—
164	Mississippi	1290	2214	41	33	77	(o)
164	Mississippi	1363	2213	158	35	96	Reporting
164	Mississippi	1534	2215	31	25	95	at
164	Mississippi	1577	2210	52	30	95	the
164	Mississippi	1673	2211	158	34	94	Reporting
164	Mississippi	1844	2213	32	24	96	at
164	Mississippi	1888	2207	51	30	97	the
164	Mississippi	2017	2222	29	5	25	_
164	Mississippi	2167	2221	28	4	20	—
164	Mississippi	2324	2205	12	12	78	*
164	Mississippi	2473	2203	12	13	26	*
164	Mississippi	2622	2201	12	12	50	*
164	Mississippi	2771	2200	12	12	37	.
164	Mississippi	1361	2253	60	31	96	end
164	Mississippi	1434	2253	32	30	96	of
164	Mississippi	1480	2262	18	20	93	a
164	Mississippi	1513	2251	113	37	87	legisla-
164	Mississippi	1672	2251	59	29	75	end
164	Mississippi	1745	2250	33	29	96	of
164	Mississippi	1783	2245	17	47	92	a
164	Mississippi	1823	2249	114	36	92	legisla-
164	_footer	1362	2298	60	27	96	tive
164	_footer	1435	2296	113	28	96	session
164	_footer	1673	2295	60	27	95	tive
164	_footer	1746	2293	113	28	96	session
164	_header	2885	1166	30	75	65	Total
164	_header	2884	955	36	198	96	Expenditures
164	_header	3020	1027	31	215	96	Contributions
164	_header	3016	877	31	139	96	Received
164	_header	3015	793	29	72	96	from
164	_header	3063	1136	30	105	96	Others
164	_header	3062	1081	29	43	96	for
164	_header	3060	928	35	139	95	Lobbying
164	_header	2897	1326	9	31	28	=~
164	_header	2908	1335	18	24	14	Ls)
164	_header	2927	1326	9	31	85	=
165	_header	6	593	94	273	25	3]B00*)
165	North Dakota	259	2237	31	70	67	SEI
165	North Carolina	254	1912	33	280	0	sUaWUI2AH
165	New Hampshire	253	1783	33	115	32	307g
165	New Hampshire	252	1729	33	41	91	JO
165	Nevada	250	1560	34	156	20	JOUNOD
165	Nebraska	250	1463	33	83	45	ay
165	Montana	249	1437	32	14	92	/
165	Montana	246	1318	33	106	75	BMV]
165	Missouri	244	1170	33	134	31	SITYIY
165	_header	240	863	35	295	9	[eFVIWUIIZAOH
165	_header	239	800	22	51	93	VO
165	_header	237	630	33	157	4	fPOUROD
165	_header	1614	177	103	25	96	TABLE
165	_header	1731	176	37	24	96	29
165	_header	1780	171	186	33	96	(continued)
165	_header	1441	216	191	28	95	LOBBYISTS:
165	_header	1646	212	204	28	96	REPORTING
165	_header	1865	207	276	35	96	REQUIREMENTS
165	_header	1606	255	50	32	96	(As
165	_header	1667	251	34	29	96	of
165	_header	1712	253	126	31	96	January
165	_header	1851	251	25	29	96	1,
165	_header	1889	248	85	31	96	1990)
165	_header	847	426	148	36	96	Required
165	_header	1008	427	36	27	96	To
165	_header	1570	416	110	33	96	Report
165	_header	1693	414	170	33	96	Frequency
165	_header	2514	396	185	31	96	Disclosures
165	_header	2712	392	147	36	96	Required
165	_header	851	469	59	30	96	File
165	_header	923	469	119	34	96	Report:
165	_header	1571	455	225	36	96	Requirements
165	_header	1808	452	55	29	96	for:
165	_header	2523	440	31	27	96	in
165	_header	2568	437	136	34	95	Lobbyist
165	_header	2717	436	132	33	96	Reports:
165	_header	937	607	27	30	84	2
165	_header	1104	605	26	29	62	£
165	_header	2158	593	19	18	48	r
165	_header	772	642	25	12	32	~
165	_header	2158	613	20	19	55	o
165	_header	565	680	67	56	62	Be.
165	_header	730	677	68	56	43	Se
165	_header	892	695	73	33	6	Fe
165	_header	1060	678	72	47	53	8
165	_header	2152	643	27	53	55	2
165	_header	2275	661	30	40	66	3
165	_header	2429	655	21	30	66	2
165	_header	2593	654	29	43	6	&§
165	_header	3026	638	21	60	0	E
165	_header	566	711	66	47	41	28
165	_header	731	707	68	48	0	2&
165	_header	903	725	61	18	73	35
165	_header	1071	722	61	39	74	3%
165	_header	2001	697	35	36	25	5
165	_header	2278	702	27	19	43	-
165	_header	2423	689	33	30	37	&
165	_header	2748	681	21	43	7	£
165	_header	3018	699	29	12	83	£
165	_header	572	760	20	19	0	C
165	_header	738	757	20	19	64	3
165	_header	893	739	72	34	0	3
165	_header	1061	741	30	29	74	z
165	_header	1146	729	28	76	54	g
165	_header	2001	734	30	19	54	3
165	_header	2152	707	29	57	80	£
165	_header	2285	732	27	37	39	2
165	_header	2602	698	21	55	0	¢
165	_header	563	767	70	56	57	St
165	_header	729	764	71	57	73	SB
165	_header	895	774	71	30	45	25
165	_header	1063	771	71	30	65	2%
165	_header	2004	754	27	34	69	3
165	_header	2161	764	21	17	32	2
165	_header	2278	771	28	22	36	Fs
165	_header	2420	730	79	56	56	3.
165	_header	2595	753	27	20	21	&
165	_header	2742	726	28	41	52	£
165	_header	3018	722	31	55	17	z
165	_header	568	823	66	67	38	32
165	_header	734	820	68	67	74	33
165	_header	894	803	74	71	30	Ze
165	_header	1063	800	112	71	0	ZEy
165	_header	2003	801	29	37	76	2
165	_header	2154	781	70	68	28	ge
165	_header	2277	751	78	119	62	if
165	_header	2423	785	71	63	26	SF
165	_header	2595	785	29	63	50	8
165	_header	2740	764	39	85	14	Hy
165	_header	2894	804	21	42	51	2
165	_header	3021	774	77	67	0	9f
165	_header	567	877	68	37	0	<e
165	_header	733	875	69	49	38	<3
165	_header	897	865	71	51	49	FY
165	_header	1065	855	116	58	52	Bos
165	_header	1733	807	36	108	5	[3
165	_header	2004	839	30	59	45	F
165	_header	2155	839	70	50	53	es
165	_header	2281	847	75	48	36	&f
165	_header	2425	799	75	100	51	et
165	_header	2745	846	27	34	42	a
165	_header	2887	850	28	40	43	2
165	_header	3024	822	75	39	73	as
165	_header	575	915	103	58	54	FOE
165	_header	741	921	104	49	46	FoR
165	_header	897	913	72	46	77	25
165	_header	1065	910	112	51	55	23%
165	_header	1747	906	27	48	43	E
165	_header	2008	910	27	30	54	2
165	_header	2155	890	71	67	82	#2
165	_header	2289	897	62	49	62	85
165	_header	2426	887	75	48	54	28
165	_header	2604	847	169	88	23	—_
165	_header	3032	859	62	54	38	2s
165	_header	567	964	28	8	9	FOE
165	_header	733	961	28	8	28	Fo!
165	_header	907	937	62	48	77	22
165	_header	1075	934	102	48	83	22%
165	_header	1741	957	27	16	88	E
165	_header	2010	940	25	30	84	£
165	_header	2202	942	26	31	42	42
165	_header	2332	938	20	20	66	8s
165	_header	2428	930	68	23	0	¢65
165	_header	3025	907	70	42	35	85
165	_header	576	973	103	49	46	R22
165	_header	742	970	104	49	0	S2P
165	_header	907	981	105	27	11	Ete
165	_header	1075	978	62	28	15	EC
165	_header	1161	971	58	33	15	ns
165	_header	2006	970	33	35	85	2
165	_header	2158	958	28	29	33	S2
165	_header	2284	949	68	33	50	Ze
165	_header	2605	937	21	49	60	E
165	_header	2746	933	29	40	74	3
165	_header	3034	939	62	31	63	5s
165	_header	569	1008	116	53	47	sak
165	_header	735	1006	118	52	28	gah
165	_header	900	1008	113	48	0	gPS
165	_header	1069	1008	27	16	29	g
165	_header	1118	1001	103	81	30	FSR
165	_header	1284	1030	20	12	61	x
165	_header	1464	989	27	35	47	;
