filing_id	id	state	filing_type	filer_role	reporting_year	reporting_period	lobbyist_id	client_id	total_compensation
737685	NY-filing-737685-advance-group-inc-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-advance-group-inc	NY-client-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180	12000
737685	NY-filing-737685-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180	NY-client-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180	0
737685	NY-filing-737685-state-broadway-inc-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-state-broadway-inc	NY-client-local-1180-cwa-afl-cio-communications-workers-of-america-local-1180	18000
737692	NY-filing-737692-bolton-st-johns-llc-common-justice-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-common-justice-inc	0
737692	NY-filing-737692-common-justice-inc-common-justice-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-common-justice-inc	NY-client-common-justice-inc	113952
737694	NY-filing-737694-cornell-university-cornell-university	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cornell-university	NY-client-cornell-university	29331
737697	NY-filing-737697-albany-strategic-advisors-llc-msg-entertainment-group-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-albany-strategic-advisors-llc	NY-client-msg-entertainment-group-llc	87000
737697	NY-filing-737697-msg-entertainment-group-llc-msg-entertainment-group-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-msg-entertainment-group-llc	NY-client-msg-entertainment-group-llc	1154
737701	NY-filing-737701-gotham-government-relations-llc-hydro-heat-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-gotham-government-relations-llc	NY-client-hydro-heat-llc	45000
737704	NY-filing-737704-suny-oswego-suny-oswego	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-suny-oswego	NY-client-suny-oswego	1778
737711	NY-filing-737711-rxr-realty-llc-rxr-realty-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-rxr-realty-llc	NY-client-rxr-realty-llc	81000
737712	NY-filing-737712-hirschen-singer-epstein-llp-east-77th-street-flats-realty-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hirschen-singer-epstein-llp	NY-client-east-77th-street-flats-realty-llc	33095
737714	NY-filing-737714-catalyst-government-relations-llc-quoida-lauzon-rn-pllc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-catalyst-government-relations-llc	NY-client-quoida-lauzon-rn-pllc	0
737719	NY-filing-737719-coalition-for-children-s-behavioral-health-nys-coalition-for-children-s-behavioral-health-nys	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-coalition-for-children-s-behavioral-health-nys	NY-client-coalition-for-children-s-behavioral-health-nys	3675
737719	NY-filing-737719-rossetti-government-relations-llc-coalition-for-children-s-behavioral-health-nys	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-rossetti-government-relations-llc	NY-client-coalition-for-children-s-behavioral-health-nys	33000
737722	NY-filing-737722-tonio-burgos-associates-inc-rxr-development-services-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-tonio-burgos-associates-inc	NY-client-rxr-development-services-llc	60000
737730	NY-filing-737730-cordo-company-llc-visiting-nurse-service-of-new-york	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cordo-company-llc	NY-client-visiting-nurse-service-of-new-york	72000
737730	NY-filing-737730-cozen-o-connor-public-strategies-llc-visiting-nurse-service-of-new-york	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cozen-o-connor-public-strategies-llc	NY-client-visiting-nurse-service-of-new-york	36000
737730	NY-filing-737730-visiting-nurse-service-of-new-york-visiting-nurse-service-of-new-york	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-visiting-nurse-service-of-new-york	NY-client-visiting-nurse-service-of-new-york	28801
737733	NY-filing-737733-shenker-russo-clark-llp-new-york-state-creditors-bar-association-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-shenker-russo-clark-llp	NY-client-new-york-state-creditors-bar-association-inc	30000
737736	NY-filing-737736-distinctive-public-affairs-llc-hunts-point-cooperative-market-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-distinctive-public-affairs-llc	NY-client-hunts-point-cooperative-market-inc	45000
737736	NY-filing-737736-greenberg-traurig-llp-hunts-point-cooperative-market-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-hunts-point-cooperative-market-inc	21688
737736	NY-filing-737736-the-carey-group-llc-hunts-point-cooperative-market-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-carey-group-llc	NY-client-hunts-point-cooperative-market-inc	45000
737746	NY-filing-737746-park-strategies-llc-snowmobile-association-nys	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-park-strategies-llc	NY-client-snowmobile-association-nys	36000
737748	NY-filing-737748-bolton-st-johns-llc-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-rai-services-company	223500
737748	NY-filing-737748-carl-andrews-associates-inc-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-carl-andrews-associates-inc	NY-client-rai-services-company	76000
737748	NY-filing-737748-harris-steven-w-llc-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-harris-steven-w-llc	NY-client-rai-services-company	88500
737748	NY-filing-737748-jem-associates-ny-llc-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-jem-associates-ny-llc	NY-client-rai-services-company	60000
737748	NY-filing-737748-m3l-global-strategies-group-llc-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-m3l-global-strategies-group-llc	NY-client-rai-services-company	3000
737748	NY-filing-737748-mckinley-strategies-llc-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mckinley-strategies-llc	NY-client-rai-services-company	0
737748	NY-filing-737748-multicultural-healthcare-marketing-group-llc-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-multicultural-healthcare-marketing-group-llc	NY-client-rai-services-company	4200
737748	NY-filing-737748-rai-services-company-rai-services-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-rai-services-company	NY-client-rai-services-company	3028
737750	NY-filing-737750-alternate-side-of-the-street-suspended-parking-calendar-corporation-dba-parkingticket-com-alternate-side-of-the-street-suspended-parking-calendar-corporation-dba-parkingticket-com	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-alternate-side-of-the-street-suspended-parking-calendar-corporation-dba-parkingticket-com	NY-client-alternate-side-of-the-street-suspended-parking-calendar-corporation-dba-parkingticket-com	6000
737755	NY-filing-737755-the-blackmon-organization-universal-hip-hop-museum	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-blackmon-organization	NY-client-universal-hip-hop-museum	30000
737755	NY-filing-737755-universal-hip-hop-museum-universal-hip-hop-museum	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-universal-hip-hop-museum	NY-client-universal-hip-hop-museum	3000
737758	NY-filing-737758-education-trust-new-york-the-education-trust-new-york-the	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-education-trust-new-york-the	NY-client-education-trust-new-york-the	5390
737758	NY-filing-737758-jenkins-patrick-b-associates-education-trust-new-york-the	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-jenkins-patrick-b-associates	NY-client-education-trust-new-york-the	9000
737758	NY-filing-737758-public-strategies-llc-education-trust-new-york-the	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-public-strategies-llc	NY-client-education-trust-new-york-the	0
737761	NY-filing-737761-shenker-russo-clark-llp-sharc-energy	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-shenker-russo-clark-llp	NY-client-sharc-energy	30000
737763	NY-filing-737763-hollis-public-affairs-inc-community-healthcare-network-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hollis-public-affairs-inc	NY-client-community-healthcare-network-inc	19500
737763	NY-filing-737763-tress-capitol-advisors-llc-community-healthcare-network-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-tress-capitol-advisors-llc	NY-client-community-healthcare-network-inc	36000
737771	NY-filing-737771-bolton-st-johns-llc-lexington-school-for-the-deaf	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-lexington-school-for-the-deaf	10000
737771	NY-filing-737771-greenberg-traurig-llp-lexington-school-for-the-deaf	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-lexington-school-for-the-deaf	24000
737772	NY-filing-737772-harlem-united-community-aids-center-inc-harlem-united-community-aids-center-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-harlem-united-community-aids-center-inc	NY-client-harlem-united-community-aids-center-inc	35100
737772	NY-filing-737772-public-strategies-llc-harlem-united-community-aids-center-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-public-strategies-llc	NY-client-harlem-united-community-aids-center-inc	25200
737774	NY-filing-737774-albany-strategic-advisors-llc-firemen-s-association-of-the-state-of-new-york	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-albany-strategic-advisors-llc	NY-client-firemen-s-association-of-the-state-of-new-york	90000
737778	NY-filing-737778-hill-gosdeck-mcgraw-llc-chamber-of-digital-commerce	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hill-gosdeck-mcgraw-llc	NY-client-chamber-of-digital-commerce	21000
737781	NY-filing-737781-harter-secrest-emery-llp-finger-lakes-horsemen-s-benevolent-and-protective-association-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-harter-secrest-emery-llp	NY-client-finger-lakes-horsemen-s-benevolent-and-protective-association-inc	12000
737783	NY-filing-737783-mirram-group-llc-broadway-housing-communities-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mirram-group-llc	NY-client-broadway-housing-communities-inc	18000
737786	NY-filing-737786-the-parkside-group-llc-r3-education-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-parkside-group-llc	NY-client-r3-education-inc	15000
737788	NY-filing-737788-dickinson-avella-pllc-lawsuit-reform-alliance-of-new-york-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-dickinson-avella-pllc	NY-client-lawsuit-reform-alliance-of-new-york-inc	10000
737788	NY-filing-737788-j-strategies-inc-lawsuit-reform-alliance-of-new-york-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-j-strategies-inc	NY-client-lawsuit-reform-alliance-of-new-york-inc	55000
737788	NY-filing-737788-lawsuit-reform-alliance-of-new-york-inc-lawsuit-reform-alliance-of-new-york-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-lawsuit-reform-alliance-of-new-york-inc	NY-client-lawsuit-reform-alliance-of-new-york-inc	11213
737788	NY-filing-737788-pinnacle-public-affairs-llc-lawsuit-reform-alliance-of-new-york-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-pinnacle-public-affairs-llc	NY-client-lawsuit-reform-alliance-of-new-york-inc	0
737789	NY-filing-737789-state-street-bank-and-trust-company-state-street-bank-and-trust-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-state-street-bank-and-trust-company	NY-client-state-street-bank-and-trust-company	540
737793	NY-filing-737793-bolton-st-johns-llc-buspatrol-america-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-buspatrol-america-llc	45000
737793	NY-filing-737793-greenberg-traurig-llp-buspatrol-america-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-buspatrol-america-llc	94000
737793	NY-filing-737793-mkbs-management-corp-dba-mcbride-consulting-business-development-group-buspatrol-america-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mkbs-management-corp-dba-mcbride-consulting-business-development-group	NY-client-buspatrol-america-llc	90000
737793	NY-filing-737793-upstate-strategic-advisors-llc-buspatrol-america-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-upstate-strategic-advisors-llc	NY-client-buspatrol-america-llc	11480
737797	NY-filing-737797-mirram-group-llc-sugar-hill-children-s-museum-of-art-storytelling	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mirram-group-llc	NY-client-sugar-hill-children-s-museum-of-art-storytelling	6000
737798	NY-filing-737798-bender-cantone-consulting-inc-new-leaf-energy-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bender-cantone-consulting-inc	NY-client-new-leaf-energy-inc	45000
737798	NY-filing-737798-recall-strategies-llc-new-leaf-energy-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-recall-strategies-llc	NY-client-new-leaf-energy-inc	220000
737804	NY-filing-737804-family-legal-care-inc-family-legal-care-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-family-legal-care-inc	NY-client-family-legal-care-inc	2000
737804	NY-filing-737804-kasirer-llc-family-legal-care-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-kasirer-llc	NY-client-family-legal-care-inc	36000
737806	NY-filing-737806-kasirer-llc-third-sector-new-england-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-kasirer-llc	NY-client-third-sector-new-england-inc	85000
737807	NY-filing-737807-gotham-government-relations-llc-astir-home-health-care-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-gotham-government-relations-llc	NY-client-astir-home-health-care-llc	25000
737813	NY-filing-737813-binghamton-university-binghamton-university	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-binghamton-university	NY-client-binghamton-university	18750
737813	NY-filing-737813-ostroff-associates-inc-binghamton-university	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-ostroff-associates-inc	NY-client-binghamton-university	31500
737817	NY-filing-737817-pitta-bishop-del-giorno-llc-william-f-ryan-community-health-center-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-pitta-bishop-del-giorno-llc	NY-client-william-f-ryan-community-health-center-inc	36000
737817	NY-filing-737817-william-f-ryan-community-health-center-inc-william-f-ryan-community-health-center-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-william-f-ryan-community-health-center-inc	NY-client-william-f-ryan-community-health-center-inc	4143
737819	NY-filing-737819-constantinople-vallone-consulting-llc-hanwha-energy-usa-holdings-corporation	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-constantinople-vallone-consulting-llc	NY-client-hanwha-energy-usa-holdings-corporation	60000
737821	NY-filing-737821-constantinople-vallone-consulting-llc-usc-883-bryant-2-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-constantinople-vallone-consulting-llc	NY-client-usc-883-bryant-2-llc	9000
737827	NY-filing-737827-dickinson-avella-pllc-citadel-enterprise-americas-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-dickinson-avella-pllc	NY-client-citadel-enterprise-americas-llc	60000
737827	NY-filing-737827-moonshot-strategies-llc-citadel-enterprise-americas-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-moonshot-strategies-llc	NY-client-citadel-enterprise-americas-llc	45000
737828	NY-filing-737828-pitta-bishop-del-giorno-llc-ryan-chelsea-clinton-community-health-center-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-pitta-bishop-del-giorno-llc	NY-client-ryan-chelsea-clinton-community-health-center-inc	9000
737830	NY-filing-737830-the-roffe-group-of-robinson-cole-xerox-corporation	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-roffe-group-of-robinson-cole	NY-client-xerox-corporation	45900
737837	NY-filing-737837-buckner-group-llc-american-fintech-council	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-buckner-group-llc	NY-client-american-fintech-council	15000
737842	NY-filing-737842-the-riddell-group-llc-building-and-realty-institute-of-westchester-and-the-mid-hudson-region-the	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-riddell-group-llc	NY-client-building-and-realty-institute-of-westchester-and-the-mid-hudson-region-the	27501
737843	NY-filing-737843-atu-ny-state-legislative-conference-board-atu-ny-state-legislative-conference-board	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-atu-ny-state-legislative-conference-board	NY-client-atu-ny-state-legislative-conference-board	6433
737843	NY-filing-737843-harter-secrest-emery-llp-atu-ny-state-legislative-conference-board	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-harter-secrest-emery-llp	NY-client-atu-ny-state-legislative-conference-board	30000
737848	NY-filing-737848-brown-weinraub-advisors-llc-fresenius-medical-care-north-america-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-fresenius-medical-care-north-america-inc	60000
737849	NY-filing-737849-hinman-straub-advisors-llc-jazz-pharmaceuticals-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hinman-straub-advisors-llc	NY-client-jazz-pharmaceuticals-inc	42000
737849	NY-filing-737849-jazz-pharmaceuticals-inc-jazz-pharmaceuticals-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-jazz-pharmaceuticals-inc	NY-client-jazz-pharmaceuticals-inc	0
737850	NY-filing-737850-oaktree-solutions-ltd-pipelogix-usa-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-oaktree-solutions-ltd	NY-client-pipelogix-usa-llc	30000
737851	NY-filing-737851-early-warning-services-llc-early-warning-services-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-early-warning-services-llc	NY-client-early-warning-services-llc	250
737854	NY-filing-737854-advance-group-inc-artbridge-projects-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-advance-group-inc	NY-client-artbridge-projects-inc	30000
737857	NY-filing-737857-manatt-phelps-phillips-llp-bluebird-bio-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-manatt-phelps-phillips-llp	NY-client-bluebird-bio-inc	7835
737861	NY-filing-737861-northeast-government-consulting-llc-national-association-of-benefits-and-insurance-professionals-new-york-state-nabip-nys	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-northeast-government-consulting-llc	NY-client-national-association-of-benefits-and-insurance-professionals-new-york-state-nabip-nys	24750
737867	NY-filing-737867-tress-capitol-advisors-llc-moderna-tx-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-tress-capitol-advisors-llc	NY-client-moderna-tx-inc	36000
737869	NY-filing-737869-greenberg-traurig-llp-invenergy-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-invenergy-llc	60000
737869	NY-filing-737869-invenergy-llc-invenergy-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-invenergy-llc	NY-client-invenergy-llc	2004
737871	NY-filing-737871-delbello-donnellan-weingarten-wise-wiederkehr-llp-airport-mart-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-delbello-donnellan-weingarten-wise-wiederkehr-llp	NY-client-airport-mart-inc	30000
737872	NY-filing-737872-constantinople-vallone-consulting-llc-masterworks-development-co-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-constantinople-vallone-consulting-llc	NY-client-masterworks-development-co-llc	15000
737877	NY-filing-737877-shenker-russo-clark-llp-central-processors-ny-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-shenker-russo-clark-llp	NY-client-central-processors-ny-llc	45000
737881	NY-filing-737881-brown-weinraub-advisors-llc-mount-resources-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-mount-resources-llc	20000
737883	NY-filing-737883-statewide-public-affairs-inc-indeed	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-statewide-public-affairs-inc	NY-client-indeed	18000
737887	NY-filing-737887-gotham-government-relations-llc-sdg-mgmt-company-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-gotham-government-relations-llc	NY-client-sdg-mgmt-company-llc	5000
737891	NY-filing-737891-brown-weinraub-advisors-llc-las-vegas-sands-corp	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-las-vegas-sands-corp	210000
737891	NY-filing-737891-las-vegas-sands-corp-las-vegas-sands-corp	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-las-vegas-sands-corp	NY-client-las-vegas-sands-corp	12283
737891	NY-filing-737891-ten-key-strategies-llc-las-vegas-sands-corp	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-ten-key-strategies-llc	NY-client-las-vegas-sands-corp	90000
737891	NY-filing-737891-the-parkside-group-llc-las-vegas-sands-corp	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-parkside-group-llc	NY-client-las-vegas-sands-corp	45000
737896	NY-filing-737896-brown-weinraub-advisors-llc-arnot-health-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-arnot-health-inc	48000
737900	NY-filing-737900-cordo-company-llc-new-york-independent-physician-practice-association-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cordo-company-llc	NY-client-new-york-independent-physician-practice-association-inc	60000
737901	NY-filing-737901-urban-strategies-llc-edifice-rex-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-urban-strategies-llc	NY-client-edifice-rex-llc	6000
737905	NY-filing-737905-corning-incorporated-corning-incorporated	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-corning-incorporated	NY-client-corning-incorporated	1950
737905	NY-filing-737905-greenberg-traurig-llp-corning-incorporated	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-corning-incorporated	40200
737908	NY-filing-737908-harter-secrest-emery-llp-chiropractic-association-inc-nys	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-harter-secrest-emery-llp	NY-client-chiropractic-association-inc-nys	27000
737911	NY-filing-737911-constantinople-vallone-consulting-llc-jupiter-power-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-constantinople-vallone-consulting-llc	NY-client-jupiter-power-llc	75000
737912	NY-filing-737912-community-health-care-association-of-nys-community-health-care-association-of-nys	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-community-health-care-association-of-nys	NY-client-community-health-care-association-of-nys	72617
737912	NY-filing-737912-greenberg-traurig-llp-community-health-care-association-of-nys	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-community-health-care-association-of-nys	78000
737919	NY-filing-737919-albany-strategic-advisors-llc-lotto-com-new-york-llc	NY	expenditure_report	firm	2025	July/Dec	NY-lobbyist-albany-strategic-advisors-llc	NY-client-lotto-com-new-york-llc	31600
737919	NY-filing-737919-featherstonhaugh-clyne-mccardle-llp-lotto-com-new-york-llc	NY	expenditure_report	firm	2025	July/Dec	NY-lobbyist-featherstonhaugh-clyne-mccardle-llp	NY-client-lotto-com-new-york-llc	15000
737920	NY-filing-737920-brown-weinraub-advisors-llc-bassett-healthcare-network	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-bassett-healthcare-network	54000
737920	NY-filing-737920-lippes-mathias-llp-bassett-healthcare-network	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-lippes-mathias-llp	NY-client-bassett-healthcare-network	0
737920	NY-filing-737920-whiteman-osterman-hanna-llp-bassett-healthcare-network	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-whiteman-osterman-hanna-llp	NY-client-bassett-healthcare-network	38500
737921	NY-filing-737921-masiello-martucci-hughes-the-arc-erie-county	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-masiello-martucci-hughes	NY-client-the-arc-erie-county	4000
737923	NY-filing-737923-thomson-strategies-llc-alley-pond-environmental-center-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-thomson-strategies-llc	NY-client-alley-pond-environmental-center-inc	24000
737924	NY-filing-737924-park-strategies-llc-strategic-communications-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-park-strategies-llc	NY-client-strategic-communications-llc	45000
737926	NY-filing-737926-cmw-strategies-llc-waymo-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cmw-strategies-llc	NY-client-waymo-llc	54000
737926	NY-filing-737926-jenkins-patrick-b-associates-waymo-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-jenkins-patrick-b-associates	NY-client-waymo-llc	90000
737926	NY-filing-737926-the-parkside-group-llc-waymo-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-parkside-group-llc	NY-client-waymo-llc	90000
737926	NY-filing-737926-waymo-llc-waymo-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-waymo-llc	NY-client-waymo-llc	2235
737935	NY-filing-737935-mirram-group-llc-acacia-network-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mirram-group-llc	NY-client-acacia-network-inc	78000
737941	NY-filing-737941-le-roi-capital-sterlin-sharma-llc-m-s-n-air-service-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-le-roi-capital-sterlin-sharma-llc	NY-client-m-s-n-air-service-inc	24000
737942	NY-filing-737942-urban-strategies-llc-accela-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-urban-strategies-llc	NY-client-accela-inc	45000
737945	NY-filing-737945-avangrid-management-company-llc-avangrid-management-company-llc-avangrid-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-avangrid-management-company-llc	NY-client-avangrid-management-company-llc-avangrid-inc	6915
737945	NY-filing-737945-brown-weinraub-advisors-llc-avangrid-management-company-llc-avangrid-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-avangrid-management-company-llc-avangrid-inc	150000
737945	NY-filing-737945-ostroff-associates-inc-avangrid-management-company-llc-avangrid-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-ostroff-associates-inc	NY-client-avangrid-management-company-llc-avangrid-inc	60000
737949	NY-filing-737949-holland-knight-llp-paths-development-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-holland-knight-llp	NY-client-paths-development-llc	14000
737953	NY-filing-737953-mercury-public-affairs-llc-veolia-water-m-s-paramus-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mercury-public-affairs-llc	NY-client-veolia-water-m-s-paramus-inc	45000
737959	NY-filing-737959-global-strategy-group-llc-jacobs-civil-consultants-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-global-strategy-group-llc	NY-client-jacobs-civil-consultants-inc	60000
737960	NY-filing-737960-albany-strategic-advisors-llc-the-new-york-independent-system-operator-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-albany-strategic-advisors-llc	NY-client-the-new-york-independent-system-operator-inc	54543
737960	NY-filing-737960-the-new-york-independent-system-operator-inc-the-new-york-independent-system-operator-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-new-york-independent-system-operator-inc	NY-client-the-new-york-independent-system-operator-inc	0
737966	NY-filing-737966-maxim-healthcare-services-inc-maxim-healthcare-services-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-maxim-healthcare-services-inc	NY-client-maxim-healthcare-services-inc	4063
