report_period	filing_id	principal_name	principal_id	lobbyist_name	lobbyist_id	position_kind	bill_label_raw	bill_label_normalized	bill_class	bill_id	bill_title	position_description	num_primary_sponsors	sponsor_lawmaker_id	sponsor_lawmaker_name	sponsor_role	confidence
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 29	SB 29	bill	ocd-bill/bc0aeb22-a683-4706-a195-aa23e6ccf883	Allow municipalities create joint economic development district	Allow municipalities create joint economic development district	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 30	SB 30	bill	ocd-bill/83c987b7-1a84-42b8-819b-ac5432129859	Require retail merchants to give customers the option to pay cash	Require retail merchants to give customers the option to pay cash	2	ocd-person/94ba65dd-57c5-4ab0-b607-5e310d50cae0	Catherine D. Ingram	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 30	SB 30	bill	ocd-bill/83c987b7-1a84-42b8-819b-ac5432129859	Require retail merchants to give customers the option to pay cash	Require retail merchants to give customers the option to pay cash	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 33	SB 33	bill	ocd-bill/0ed4ede2-53a2-4183-8447-1ec451ee2cbd	Allow employers to post certain labor law notices on the internet	Allow employers to post certain labor law notices on the internet	2	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 33	SB 33	bill	ocd-bill/0ed4ede2-53a2-4183-8447-1ec451ee2cbd	Allow employers to post certain labor law notices on the internet	Allow employers to post certain labor law notices on the internet	2	ocd-person/26444e7e-72b2-4838-bc24-31899c90d504	Steve Wilson	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 35	SB 35	bill	ocd-bill/290a39f8-8479-42b1-b0b6-ea2f89dbf075	Regards supported decision-making for certain disabled adults	Regards supported decision-making for certain disabled adults	2	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 35	SB 35	bill	ocd-bill/290a39f8-8479-42b1-b0b6-ea2f89dbf075	Regards supported decision-making for certain disabled adults	Regards supported decision-making for certain disabled adults	2	ocd-person/b27fdceb-e9c1-46b8-9fc2-323c3f6f784c	Jerry C. Cirino	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 42	SB 42	bill	ocd-bill/92e67e77-bf36-46b4-9eee-d21065bcdeb6	Authorize residential stability zones with property tax exemption	Authorize residential stability zones with property tax exemption	2	ocd-person/ed858ef9-97dc-4be8-97ab-006ea96923ae	Hearcel F. Craig	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 42	SB 42	bill	ocd-bill/92e67e77-bf36-46b4-9eee-d21065bcdeb6	Authorize residential stability zones with property tax exemption	Authorize residential stability zones with property tax exemption	2	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 57	SB 57	bill	ocd-bill/8dbd4452-d3e7-46d6-b75e-05e90ea48d13	Enact the Ohio Bitcoin Reserve Act	Enact the Ohio Bitcoin Reserve Act	1	ocd-person/d665e333-f7e3-43e2-b440-17920f62c60b	Sandra O'Brien	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 65	SB 65	bill	ocd-bill/3c87e13e-e54b-408e-84d5-7dddf2d5c331	Revise product contracts, vehicle agreements, motor vehicle laws	Revise product contracts, vehicle agreements, motor vehicle laws	1	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 66	SB 66	bill	ocd-bill/3b7358f4-50dd-47b5-be23-7e25383bd858	Include certain levies, taxes in school millage floor calculation	Include certain levies, taxes in school millage floor calculation	2	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 66	SB 66	bill	ocd-bill/3b7358f4-50dd-47b5-be23-7e25383bd858	Include certain levies, taxes in school millage floor calculation	Include certain levies, taxes in school millage floor calculation	2	ocd-person/d665e333-f7e3-43e2-b440-17920f62c60b	Sandra O'Brien	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 70	SB 70	bill	ocd-bill/33e258d1-ac5e-4a03-9361-cad895e3d238	Enact the Ohio Fairness Act	Enact the Ohio Fairness Act	1	ocd-person/df5c391c-65e8-4d61-a9b9-0249ff6eddb7	Nickie J. Antonio	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 75	SB 75	bill	ocd-bill/c9e3d2f8-e3e9-4e81-944f-971c41a93f19	Increase penalty for failure to report a lost or stolen firearm	Increase penalty for failure to report a lost or stolen firearm	2	ocd-person/94ba65dd-57c5-4ab0-b607-5e310d50cae0	Catherine D. Ingram	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 75	SB 75	bill	ocd-bill/c9e3d2f8-e3e9-4e81-944f-971c41a93f19	Increase penalty for failure to report a lost or stolen firearm	Increase penalty for failure to report a lost or stolen firearm	2	ocd-person/3329274c-22b6-4b0a-b12a-e64c5733bef9	Paula Hicks-Hudson	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 77	SB 77	bill	ocd-bill/c550b5c0-e68d-4e18-8b48-b84e8be37a54	Require a system to anonymously report wage discrimination	Require a system to anonymously report wage discrimination	2	ocd-person/d9c3dfce-8b7f-402f-9dec-5179e38b528f	Kent Smith	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 77	SB 77	bill	ocd-bill/c550b5c0-e68d-4e18-8b48-b84e8be37a54	Require a system to anonymously report wage discrimination	Require a system to anonymously report wage discrimination	2	ocd-person/3329274c-22b6-4b0a-b12a-e64c5733bef9	Paula Hicks-Hudson	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 79	SB 79	bill	ocd-bill/64d8ac1d-61b4-46cc-b84d-ff16db83cf05	Regulate the use of pricing algorithms	Regulate the use of pricing algorithms	2	ocd-person/23c443b0-e2f7-4c7a-af1e-d67d7aa366ce	Willis E. Blackshear, Jr.	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 79	SB 79	bill	ocd-bill/64d8ac1d-61b4-46cc-b84d-ff16db83cf05	Regulate the use of pricing algorithms	Regulate the use of pricing algorithms	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 83	SB 83	bill	ocd-bill/f7d5e9dc-0846-4801-a83e-654a1cb42f0c	Revise eviction, code enforcement, and real property transfer law	Revise eviction, code enforcement, and real property transfer law	2	ocd-person/ed858ef9-97dc-4be8-97ab-006ea96923ae	Hearcel F. Craig	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 83	SB 83	bill	ocd-bill/f7d5e9dc-0846-4801-a83e-654a1cb42f0c	Revise eviction, code enforcement, and real property transfer law	Revise eviction, code enforcement, and real property transfer law	2	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 88	SB 88	bill	ocd-bill/4cc9b08c-3b2e-4858-bb03-805c84e0fcba	Enact the Ohio Property Protection Act	Enact the Ohio Property Protection Act	1	ocd-person/57300c34-0e2d-4e85-bdce-c4fb8c781541	Terry Johnson	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 90	SB 90	bill	ocd-bill/a863dbc1-8296-4af9-8b31-2a03073a7b49	Create regulatory relief division; establish regulatory sandbox	Create regulatory relief division; establish regulatory sandbox	2	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 90	SB 90	bill	ocd-bill/a863dbc1-8296-4af9-8b31-2a03073a7b49	Create regulatory relief division; establish regulatory sandbox	Create regulatory relief division; establish regulatory sandbox	2	ocd-person/6a1fc3b1-ebfd-47b7-adec-ddcd84d137c9	Al Cutrona	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 101	SB 101	bill	ocd-bill/8c6f39b5-d75b-4912-ae6a-2c329fde19c7	Regards recording of certain real property documents	Regards recording of certain real property documents	1	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 102	SB 102	bill	ocd-bill/c54a89a5-24dd-49f8-9a58-77f8dfa51899	Enact the Gus Frangos Act	Enact the Gus Frangos Act	1	ocd-person/a57f6c78-ac58-4f7d-870e-0d8052984cd9	Thomas F. Patton	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 104	SB 104	bill	ocd-bill/71d28e96-3ed5-494a-abf1-1ec58fda9daf	Regards local regulation, taxing of short-term rental properties	Regards local regulation, taxing of short-term rental properties	1	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 110	SB 110	bill	ocd-bill/608cb102-9c2b-4ec8-a2ec-81a8b3fcdcb3	Modify tax credits under the rural business growth program	Modify tax credits under the rural business growth program	2	ocd-person/eb5ff860-2126-4ac5-8267-9d2d924c3967	Brian M. Chavez	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 110	SB 110	bill	ocd-bill/608cb102-9c2b-4ec8-a2ec-81a8b3fcdcb3	Modify tax credits under the rural business growth program	Modify tax credits under the rural business growth program	2	ocd-person/b27fdceb-e9c1-46b8-9fc2-323c3f6f784c	Jerry C. Cirino	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 115	SB 115	bill	ocd-bill/2988d8d7-e971-4a57-95a2-be994392a551	Revise the Securities Law	Revise the Securities Law	2	ocd-person/26444e7e-72b2-4838-bc24-31899c90d504	Steve Wilson	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 115	SB 115	bill	ocd-bill/2988d8d7-e971-4a57-95a2-be994392a551	Revise the Securities Law	Revise the Securities Law	2	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 117	SB 117	bill	ocd-bill/5dfbbe13-3197-43e6-91ff-00d2b184d0dc	Regulate the provision of earned wage access services	Regulate the provision of earned wage access services	1	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 135	SB 135	bill	ocd-bill/c79a98c2-ca6a-4838-8aa3-f12dbef6f82b	Regards real property foreclosures and estate sales	Regards real property foreclosures and estate sales	1	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 143	SB 143	bill	ocd-bill/eb977cad-0aa6-4aa5-a132-76875f3cd548	Prohibit employment application question re: criminal background	Prohibit employment application question re: criminal background	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 143	SB 143	bill	ocd-bill/eb977cad-0aa6-4aa5-a132-76875f3cd548	Prohibit employment application question re: criminal background	Prohibit employment application question re: criminal background	2	ocd-person/ed858ef9-97dc-4be8-97ab-006ea96923ae	Hearcel F. Craig	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 146	SB 146	bill	ocd-bill/93390411-9015-405f-9caa-815b6f05a50c	Codify the common law action for piercing the corporate veil	Codify the common law action for piercing the corporate veil	2	ocd-person/c3b1dc5e-4913-4e2f-b2a8-4db5b3faa1bd	Jane M. Timken	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 146	SB 146	bill	ocd-bill/93390411-9015-405f-9caa-815b6f05a50c	Codify the common law action for piercing the corporate veil	Codify the common law action for piercing the corporate veil	2	ocd-person/0fe32749-fe89-4f96-87d3-3d831bea2459	Theresa Gavarone	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 155	SB 155	bill	ocd-bill/d54e9db9-26fe-48ae-a188-f5cb8967079f	Revise the real estate wholesaler law	Revise the real estate wholesaler law	2	ocd-person/94ba65dd-57c5-4ab0-b607-5e310d50cae0	Catherine D. Ingram	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 155	SB 155	bill	ocd-bill/d54e9db9-26fe-48ae-a188-f5cb8967079f	Revise the real estate wholesaler law	Revise the real estate wholesaler law	2	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 157	SB 157	bill	ocd-bill/253db446-0c0a-486b-9d4f-c3c0d76ec015	Reduce statute of limitations for contract actions	Reduce statute of limitations for contract actions	1	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 163	SB 163	bill	ocd-bill/8fe9ce82-9df8-4264-bf29-d63a27882beb	Regards AI images, simulated child porn, replica identity fraud	Regards AI images, simulated child porn, replica identity fraud	2	ocd-person/57300c34-0e2d-4e85-bdce-c4fb8c781541	Terry Johnson	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 163	SB 163	bill	ocd-bill/8fe9ce82-9df8-4264-bf29-d63a27882beb	Regards AI images, simulated child porn, replica identity fraud	Regards AI images, simulated child porn, replica identity fraud	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 167	SB 167	bill	ocd-bill/99d4fcad-470a-4da3-80e9-d44268eb117f	Require certain application store-based parental controls	Require certain application store-based parental controls	1	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 175	SB 175	bill	ocd-bill/b4dc234d-3543-44c5-ad56-721976924a23	Establish age verification, parental consent for apps, developers	Establish age verification, parental consent for apps, developers	1	ocd-person/a57f6c78-ac58-4f7d-870e-0d8052984cd9	Thomas F. Patton	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 192	SB 192	bill	ocd-bill/c4f2d9e2-9d2f-46d9-bf61-b283046a411a	Declare intent to provide funding re: housing in rural counties	Declare intent to provide funding re: housing in rural counties	1	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 204	SB 204	bill	ocd-bill/b3c05bcc-859c-41b1-8887-4e849bd5a0d7	Allow suppression of eviction records in certain circumstances	Allow suppression of eviction records in certain circumstances	1	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 208	SB 208	bill	ocd-bill/6076b1c4-16d8-4fd0-b1b0-15f55b591cec	Require certain conveyance fees be allocated for housing purposes	Require certain conveyance fees be allocated for housing purposes	2	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423176	Ohio Bankers League	org-ohio-bankers-league	Anthony Lagunzad	person-anthony-lagunzad	bill_referenced	SB 208	SB 208	bill	ocd-bill/6076b1c4-16d8-4fd0-b1b0-15f55b591cec	Require certain conveyance fees be allocated for housing purposes	Require certain conveyance fees be allocated for housing purposes	2	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423466	Mid-Ohio Regional Planning Commission (MORPC)	org-mid-ohio-regional-planning-commission-morpc	William Murdock	person-william-murdock	bill_referenced	HB 54	HB 54	bill	ocd-bill/03729a21-e915-43b7-a8c6-758bf3753c6c	Make appropriations for transportation for FY 2026-27 biennium	Make appropriations for transportation for FY 2026-27 biennium	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423466	Mid-Ohio Regional Planning Commission (MORPC)	org-mid-ohio-regional-planning-commission-morpc	William Murdock	person-william-murdock	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423466	Mid-Ohio Regional Planning Commission (MORPC)	org-mid-ohio-regional-planning-commission-morpc	William Murdock	person-william-murdock	bill_referenced	HR 60	HR 60	bill	ocd-bill/72847e85-9b62-4c33-94d4-101b0384606c	Support moving NASA headquarters to Cleveland	Support moving NASA headquarters to Cleveland	2	ocd-person/64305698-f25c-486e-b57f-00298cfbe15d	Nick Santucci	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423466	Mid-Ohio Regional Planning Commission (MORPC)	org-mid-ohio-regional-planning-commission-morpc	William Murdock	person-william-murdock	bill_referenced	HR 60	HR 60	bill	ocd-bill/72847e85-9b62-4c33-94d4-101b0384606c	Support moving NASA headquarters to Cleveland	Support moving NASA headquarters to Cleveland	2	ocd-person/09c752d1-59eb-4f43-b401-5092d801f4c1	Ty D. Mathews	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423466	Mid-Ohio Regional Planning Commission (MORPC)	org-mid-ohio-regional-planning-commission-morpc	William Murdock	person-william-murdock	bill_referenced	SR 68	SR 68	bill	ocd-bill/5bfc9553-0fe8-4ffc-9432-5b374d2d8fbd	Support moving NASA headquarters to Ohio	Support moving NASA headquarters to Ohio	1	ocd-person/936e5d50-e145-494b-a397-f56570530816	Kristina D. Roegner	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423846	Progressive Treatment Solutions (PTS)	org-progressive-treatment-solutions-pts	Jennifer Lynch	person-jennifer-lynch	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423846	Progressive Treatment Solutions (PTS)	org-progressive-treatment-solutions-pts	Jennifer Lynch	person-jennifer-lynch	bill_referenced	HB 160	HB 160	bill	ocd-bill/155d6471-f2cd-4f75-b3fa-ac75bca6d5f8	Revise liquor control, hemp, and adult-use marijuana laws	Revise liquor control, hemp, and adult-use marijuana laws	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423846	Progressive Treatment Solutions (PTS)	org-progressive-treatment-solutions-pts	Jennifer Lynch	person-jennifer-lynch	bill_referenced	SB 56	SB 56	bill	ocd-bill/13d7e8bc-8b9c-4614-b904-cbe045635140	Revise medical and adult-use marijuana laws; levy marijuana taxes	Revise medical and adult-use marijuana laws; levy marijuana taxes	1	ocd-person/b21d9dcd-21e9-4071-936d-f89fc5d8f643	Stephen A. Huffman	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423846	Progressive Treatment Solutions (PTS)	org-progressive-treatment-solutions-pts	Jennifer Lynch	person-jennifer-lynch	bill_referenced	SB 86	SB 86	bill	ocd-bill/7809cb11-fa18-41df-b5ed-2e3561a183fd	Regulate and tax intoxicating hemp, drinkable cannabinoid product	Regulate and tax intoxicating hemp, drinkable cannabinoid product	2	ocd-person/bb1ae016-cdfe-48aa-8bc5-9e3636e430f3	Shane Wilkin	primary	direct
2025-01-01..2025-04-30	20250602LUPA1423846	Progressive Treatment Solutions (PTS)	org-progressive-treatment-solutions-pts	Jennifer Lynch	person-jennifer-lynch	bill_referenced	SB 86	SB 86	bill	ocd-bill/7809cb11-fa18-41df-b5ed-2e3561a183fd	Regulate and tax intoxicating hemp, drinkable cannabinoid product	Regulate and tax intoxicating hemp, drinkable cannabinoid product	2	ocd-person/b21d9dcd-21e9-4071-936d-f89fc5d8f643	Stephen A. Huffman	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	HB 92	HB 92	bill	ocd-bill/9654f62d-3271-4457-bcc6-a7cd1631d37f	Regards unpaid water, sewer, and trash charges at rented property	Regards unpaid water, sewer, and trash charges at rented property	2	ocd-person/d6ca7e4f-dcf2-4aad-a919-a2740bae649a	Riordan T. McClain	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	HB 92	HB 92	bill	ocd-bill/9654f62d-3271-4457-bcc6-a7cd1631d37f	Regards unpaid water, sewer, and trash charges at rented property	Regards unpaid water, sewer, and trash charges at rented property	2	ocd-person/4af0e8db-ad18-424f-abfa-ce31e37c0b7d	Mark Johnson	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	SB 5	SB 5	bill	ocd-bill/f9774ea2-53ad-49cf-a0fe-457206bce989	Expedite unauthorized occupant removal; prohibit fraudulent deeds	Expedite unauthorized occupant removal; prohibit fraudulent deeds	2	ocd-person/b21d9dcd-21e9-4071-936d-f89fc5d8f643	Stephen A. Huffman	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	SB 5	SB 5	bill	ocd-bill/f9774ea2-53ad-49cf-a0fe-457206bce989	Expedite unauthorized occupant removal; prohibit fraudulent deeds	Expedite unauthorized occupant removal; prohibit fraudulent deeds	2	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
